Item Name,Quantity/Volume,Price (BDT),Link
Kazi Farms Kitchen Shrimp Small Dried Fish,125 gm,260,https://chaldal.com/dried-fish
Kazi Farms Kitchen Kechki Dried Fish,125 gm,280,https://chaldal.com/dried-fish
Kazi Farms Kitchen Churi Dried Fish,125 gm,340,https://chaldal.com/dried-fish
Balachaw (Dry Prawn Chutney),250 gm,330,https://chaldal.com/dried-fish
Golden Grain Cumin (Jira),100 gm,120,https://chaldal.com/spices
Golden Grain Poppy Seed (Posto Dana),50 gm,195,https://chaldal.com/spices
Golden Grain Dried Chillies (Shukna Morich),100 gm,70,https://chaldal.com/spices
Golden Grain Black Pepper (Gol Morich) Whole,100 gm,195,https://chaldal.com/spices
Golden Grain Black Cumin (Kalo Jira),100 gm,100,https://chaldal.com/spices
Golden Grain Coriander (Dhonia),100 gm,45,https://chaldal.com/spices
Golden Grain Cardamom (Elachi) Whole,50 gm,350,https://chaldal.com/spices
Golden Grain Bay Leaf (Tejpata),100 gm,55,https://chaldal.com/spices
Golden Grain Clove (Lobongo),50 gm,145,https://chaldal.com/spices
Golden Grain Mix Spice (Pach Foron),100 gm,60,https://chaldal.com/spices
Golden Grain Mustard Seed (Red),100 gm,35,https://chaldal.com/spices
Cinnamon (Daruchini) Whole,100 gm,59,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,100 gm,75,https://chaldal.com/spices
Radhuni Coriander (Dhonia) Powder,100 gm,60,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,100 gm,160,https://chaldal.com/spices
Fenugreek (Methi) Seed,100 gm,25,https://chaldal.com/spices
Mustard Seed (Yellow),100 gm,25,https://chaldal.com/spices
Radhuni Garam Masala,15 gm,40,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,50 gm,40,https://chaldal.com/spices
Ramisa Tokma,100 gm,60,https://chaldal.com/spices
Betel Nut (Shupari),250 gm,169,https://chaldal.com/spices
Fresh Chilli Powder,200 gm,125,https://chaldal.com/spices
Mustard Seed (Red),100 gm,25,https://chaldal.com/spices
Walnuts (Akhrot),100 gm,179,https://chaldal.com/spices
Cumin (Jira),100 gm,79,https://chaldal.com/spices
Cardamom (Elachi) Whole,25 gm,139,https://chaldal.com/spices
Dried Chillies (Shukna Morich),100 gm,45,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,200 gm,140,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,200 gm,145,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,100 gm,75,https://chaldal.com/spices
Clove (Lobongo),50 gm,79,https://chaldal.com/spices
Radhuni Garam Masala,40 gm,95,https://chaldal.com/spices
Radhuni Coriander (Dhonia) Powder,200 gm,110,https://chaldal.com/spices
Bay Leaf (Tejpata),100 gm,29,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,50 gm,85,https://chaldal.com/spices
Cardamom (Elachi) Whole,50 gm,269,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,500 gm,335,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,200 gm,310,https://chaldal.com/spices
Black Cumin (Kalo Jira),100 gm,49,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,500 gm,345,https://chaldal.com/spices
Radhuni Panch Phoran,50 gm,30,https://chaldal.com/spices
Chia Seed,100 gm,59,https://chaldal.com/spices
Black Pepper (Gol Morich) Whole,50 gm,75,https://chaldal.com/spices
Fennel (Mouri),100 gm,45,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,50 gm,38,https://chaldal.com/spices
Alu Bukhara,100 gm,119,https://chaldal.com/spices
Black Cardamom (Kalo Elachi) Whole,50 gm,199,https://chaldal.com/spices
Coriander (Dhonia),100 gm,35,https://chaldal.com/spices
Black Pepper (Gol Morich) Whole,100 gm,149,https://chaldal.com/spices
Mix Spice (Pach Foron),100 gm,35,https://chaldal.com/spices
Miniket Rice Premium (Boiled) ± 50 gm,5 kg,439,https://chaldal.com/rices
Athash Rice (Boiled) ± 50 gm,5 kg,329,https://chaldal.com/rices
Amon Rice,1 kg,75,https://chaldal.com/rices
Nazirshail Rice Premium (Half Boiled) ± 50 gm,5 kg,449,https://chaldal.com/rices
Chinigura Rice Premium,1 kg,189,https://chaldal.com/rices
Chashi Aromatic Chinigura Rice,1 kg,190,https://chaldal.com/rices
Chashi Aromatic Chinigura Rice,2 kg,370,https://chaldal.com/rices
ACI Pure Nazirshail Rice,5 kg,495,https://chaldal.com/rices
Paijam Rice (Boiled),1 kg,65,https://chaldal.com/rices
Pran Chinigura Aromatic Rice,1 kg,190,https://chaldal.com/rices
Nazirshail Rice Standard (Half Boiled) ± 50 gm,5 kg,399,https://chaldal.com/rices
Miniket Rice Standard (Boiled) ± 50 gm,5 kg,389,https://chaldal.com/rices
Pran Chinigura Aromatic Rice,2 kg,370,https://chaldal.com/rices
ACI Pure Miniket Rice Premium,10 kg,950,https://chaldal.com/rices
Atop Rice,1 kg,55,https://chaldal.com/rices
Zirashail Rice (Boiled) ± 50 gm,5 kg,339,https://chaldal.com/rices
Fresh Chinigura Rice,1 kg,175,https://chaldal.com/rices
Rupchanda Chinigura Premium Aromatic Rice,1 kg,175,https://chaldal.com/rices
Katari Atop Rice ± 50 gm,5 kg,459,https://chaldal.com/rices
ACI Pure Premium Miniket Rice,5 kg,480,https://chaldal.com/rices
Katarivog Rice,1 kg,129,https://chaldal.com/rices
Banglamoti Rice (Boiled),1 kg,99,https://chaldal.com/rices
Extra Long Grain Bashmati Rice,1 kg,259,https://chaldal.com/rices
Athash Rice (Boiled)  ± 200 gm,25 kg,1599,https://chaldal.com/rices
Huski Rice (Half Boiled),5 kg,329,https://chaldal.com/rices
ACI Aroma Chinigura Rice,2 kg,345,https://chaldal.com/rices
Atop Rice ± 200 gm,25 kg,1399,https://chaldal.com/rices
Paijam Rice (Boiled) ± 200 gm,25 kg,1599,https://chaldal.com/rices
Aarong Natural Chinigura Rice,5 kg,761,https://chaldal.com/rices
Royal Umbrella Thai Glutinous Sticky Rice,1 kg,500,https://chaldal.com/rices
Royal Umbrella Pure Thai Hom Mali Rice,5 kg,1500,https://chaldal.com/rices
ACI Aroma Premium Basmati Rice,1 kg,480,https://chaldal.com/rices
Pran Metro Basmati Rice,1 kg,420,https://chaldal.com/rices
Rupchanda Jirashail Rice,5 kg,480,https://chaldal.com/rices
Fortune Biryani Special Basmati Rice,1 kg,400,https://chaldal.com/rices
Mehran Basmati Kernel Rice,1 kg,595,https://chaldal.com/rices
Chashi Aromatic Chinigura Rice,5 kg,910,https://chaldal.com/rices
Golden Grain Premium Mug Dal,500 gm,100,https://chaldal.com/dal-or-lentil
Fresh Premium Moshur Dal,1 kg,175,https://chaldal.com/dal-or-lentil
Moshur Dal (Imported),250 gm,29,https://chaldal.com/dal-or-lentil
Mashkolai Dal Peeled,500 gm,95,https://chaldal.com/dal-or-lentil
Mix Dal,250 gm,39,https://chaldal.com/dal-or-lentil
Mug Dal,500 gm,89,https://chaldal.com/dal-or-lentil
Moshur Dal (Imported),1 kg,109,https://chaldal.com/dal-or-lentil
Moshur Dal (Deshi),1 kg,159,https://chaldal.com/dal-or-lentil
Boot Dal,500 gm,59,https://chaldal.com/dal-or-lentil
Teer Red Lentil (Moshur) Dal,1 kg,130,https://chaldal.com/dal-or-lentil
Chola Boot (Chick Peas),1 kg,109,https://chaldal.com/dal-or-lentil
Moshur Dal (Imported),500 gm,55,https://chaldal.com/dal-or-lentil
Dubli Boot,500 gm,39,https://chaldal.com/dal-or-lentil
Khosha Chara Chola Boot (Peeled Chick Pea),500 gm,65,https://chaldal.com/dal-or-lentil
Pran Moshur Dal (Deshi),1 kg,185,https://chaldal.com/dal-or-lentil
Mug Dal,250 gm,45,https://chaldal.com/dal-or-lentil
White Chick Peas (Kabuli Boot),500 gm,129,https://chaldal.com/dal-or-lentil
Anchor Boot Dal,500 gm,39,https://chaldal.com/dal-or-lentil
Pran Mug Dal,500 gm,100,https://chaldal.com/dal-or-lentil
Mixed Dal,500 gm,75,https://chaldal.com/dal-or-lentil
Kangaroo Lentil (Moshur Dal),1 kg,179,https://chaldal.com/dal-or-lentil
Pran Moshur Dal (Deshi),500 gm,95,https://chaldal.com/dal-or-lentil
Split Pea (Motor Dal),500 gm,79,https://chaldal.com/dal-or-lentil
Aarong Natural Moshur Dal,1 kg,185,https://chaldal.com/dal-or-lentil
Kheshari Dal,500 gm,59,https://chaldal.com/dal-or-lentil
Ahmed Chicken Masala,100 gm,79,https://chaldal.com/ready-mix
Nestle Maggi Shaad-e Magic Seasoning Mix Sachet,4 gm,5,https://chaldal.com/ready-mix
Radhuni Biryani Masala,40 gm,60,https://chaldal.com/ready-mix
Radhuni Roast Masala,35 gm,65,https://chaldal.com/ready-mix
Radhuni Tehari Masala,40 gm,60,https://chaldal.com/ready-mix
Radhuni Chicken Masala,20 gm,20,https://chaldal.com/ready-mix
Radhuni Kachchi Biryani Masala,40 gm,70,https://chaldal.com/ready-mix
Fresh Biryani Masala,40 gm,60,https://chaldal.com/ready-mix
Ahmed Chotpoti Masala,50 gm,50,https://chaldal.com/ready-mix
Fresh Firni Mix,150 gm,70,https://chaldal.com/ready-mix
Fresh Haleem Mix,200 gm,70,https://chaldal.com/ready-mix
Shan Chicken Tikka Masala Mix,50 gm,117,https://chaldal.com/ready-mix
Radhuni Beef Masala,25 gm,25,https://chaldal.com/ready-mix
Radhuni Kabab Masala,50 gm,120,https://chaldal.com/ready-mix
Ahmed Meat Masala,100 gm,95,https://chaldal.com/ready-mix
Nestle Maggi Shaad-e Magic Seasoning Mix 4 gm,12 pcs,60,https://chaldal.com/ready-mix
Radhuni Chotpoti Masala,50 gm,50,https://chaldal.com/ready-mix
Radhuni Haleem Mix,200 gm,80,https://chaldal.com/ready-mix
Radhuni Falooda Mix (Mango Flavor),250 gm,120,https://chaldal.com/ready-mix
Radhuni Falooda Mix (Vanilla Flavor),250 gm,120,https://chaldal.com/ready-mix
Radhuni Kala Bhuna Masala,80 gm,100,https://chaldal.com/ready-mix
ACI Pure Kabab Masala,50 gm,100,https://chaldal.com/ready-mix
Farmer's Gold Khichuri Mix,500 gm,150,https://chaldal.com/ready-mix
Teer Haleem Mix,200 gm,70,https://chaldal.com/ready-mix
Fresh Roast Masala,35 gm,65,https://chaldal.com/ready-mix
Nestle Maggi Shaad-e Magic Seasoning Mix Sachet,25 gm,30,https://chaldal.com/ready-mix
Radhuni Bbq Masala,50 gm,80,https://chaldal.com/ready-mix
Radhuni Chicken Masala,100 gm,95,https://chaldal.com/ready-mix
Ahmed Firni Mix,150 gm,70,https://chaldal.com/ready-mix
Ahmed Haleem Mix,200 gm,70,https://chaldal.com/ready-mix
Radhuni Beef Curry Masala,100 gm,90,https://chaldal.com/ready-mix
Radhuni Chicken Tandoori Masala,50 gm,80,https://chaldal.com/ready-mix
Radhuni Hyderabadi Biryani Masala,45 gm,90,https://chaldal.com/ready-mix
Pran Firni Mix,150 gm,70,https://chaldal.com/ready-mix
Pran Haleem Mix,200 gm,70,https://chaldal.com/ready-mix
Pran Tehari Masala,40 gm,55,https://chaldal.com/ready-mix
Shan Pilau Biryani,50 gm,115,https://chaldal.com/ready-mix
Pran Chotpoti Masala,45 gm,45,https://chaldal.com/ready-mix
Shan Shami Kabab,50 gm,117,https://chaldal.com/ready-mix
Sajeeb Ready Mix Pancake,500 gm,225,https://chaldal.com/ready-mix
Shan Chicken Masala,50 gm,122,https://chaldal.com/ready-mix
Shan Chaat Masala,100 gm,138,https://chaldal.com/ready-mix
Shan Karachi Beef Biryani,60 gm,125,https://chaldal.com/ready-mix
Shan Malay Spice Mix for Memoni Mutton Biryani,60 gm,115,https://chaldal.com/ready-mix
Shan Tikka Bbq,50 gm,115,https://chaldal.com/ready-mix
Shan Korma Curry Mix,50 gm,115,https://chaldal.com/ready-mix
Sajeeb Ready Mix Bhuna Khichuri,500 gm,150,https://chaldal.com/ready-mix
Radhuni Khichuri Mix,500 gm,160,https://chaldal.com/ready-mix
Radhuni Fish Curry Masala,100 gm,80,https://chaldal.com/ready-mix
Shan Spice Mix For Malay Chicken Biryani,60 gm,115,https://chaldal.com/ready-mix
Farina Laccha Shemai,500 gm,140,https://chaldal.com/shemai-suji
Farina Chutki Shemai,200 gm,40,https://chaldal.com/shemai-suji
Rahul Vermicelli Chikon Shemai,200 gm,40,https://chaldal.com/shemai-suji
Kolson Cock Vermicelli (Shemai),200 gm,45,https://chaldal.com/shemai-suji
Banoful Lashcha Shemai,200 gm,50,https://chaldal.com/shemai-suji
Teer Semolina Suji,500 gm,48,https://chaldal.com/shemai-suji
ACI Pure Suji,500 gm,48,https://chaldal.com/shemai-suji
Bombay Sweets Instant Laccha Shemai,180 gm,60,https://chaldal.com/shemai-suji
Kolson Special Lascha Semai,180 gm,50,https://chaldal.com/shemai-suji
Rahul Vermicelli Chikon Shemai,500 gm,90,https://chaldal.com/shemai-suji
Olympic Lascha Shemai,200 gm,50,https://chaldal.com/shemai-suji
Banoful Vermicelli Shemai,200 gm,45,https://chaldal.com/shemai-suji
Dekko Laccha Shemai,180 gm,50,https://chaldal.com/shemai-suji
Pran Vermicelli Shemai,200 gm,45,https://chaldal.com/shemai-suji
Dekko Shahi Shemai,180 gm,45,https://chaldal.com/shemai-suji
Thai Choice Rice Noodles,200 gm,350,https://chaldal.com/shemai-suji
Fresh Suji,500 gm,48,https://chaldal.com/shemai-suji
Radhuni Shemai,200 gm,45,https://chaldal.com/shemai-suji
Chickpea Flour (Boot Beshon),500 gm,69,https://chaldal.com/miscellaneous
Sagudana,200 gm,45,https://chaldal.com/miscellaneous
Foster Clark's Corn Flour,400 gm,360,https://chaldal.com/miscellaneous
Tamarind peeled (Tetul),200 gm,55,https://chaldal.com/miscellaneous
Pumpkin Seed,100 gm,99,https://chaldal.com/miscellaneous
Nutmeg (Jayfal) Whole,5 pcs,49,https://chaldal.com/miscellaneous
Fit Food Italian Seasoning,80 gm,250,https://chaldal.com/miscellaneous
Fit Food Cajun Seasoning,80 gm,250,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Napoletana,400 gm,599,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Arrabbiata,400 gm,599,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Basilico,400 gm,599,https://chaldal.com/miscellaneous
Kidney Bean,500 gm,129,https://chaldal.com/miscellaneous
Remia Dijon Mustard,370 gm,520,https://chaldal.com/miscellaneous
BBQ Coal Bag,1 kg,149,https://chaldal.com/miscellaneous
Bread Crumbs Loose,200 gm,45,https://chaldal.com/miscellaneous
Uncle Barn's Tempura Flour,500 gm,275,https://chaldal.com/miscellaneous
Rahul Pure Mustard Oil,1 ltr,355,https://chaldal.com/oil
Farmer's Gold Flaxseed Oil,100 ml,165,https://chaldal.com/oil
La Espanola Extra Virgin Olive Oil,500 ml,1350,https://chaldal.com/oil
Fresh Fortified Soyabean Oil,5 ltr,975,https://chaldal.com/oil
Teer Fortified Soyabean Oil,1 ltr,199,https://chaldal.com/oil
Fresh Fortified Soyabean Oil,2 ltr,398,https://chaldal.com/oil
Teer Fortified Soyabean Oil,2 ltr,398,https://chaldal.com/oil
Radhuni Pure Mustard Oil,500 ml,200,https://chaldal.com/oil
Radhuni Pure Mustard Oil,1 ltr,380,https://chaldal.com/oil
Pusti Fortified Soyabean Oil,1 ltr,199,https://chaldal.com/oil
Fresh Mustard Oil,1 ltr,330,https://chaldal.com/oil
ACI Nutrilife Rice Bran Oil,5 ltr,1160,https://chaldal.com/oil
Fresh Rice Bran Oil,5 ltr,1080,https://chaldal.com/oil
Fresh Mustard Oil,500 ml,180,https://chaldal.com/oil
King's Sunflower Oil Pet,5 ltr,2100,https://chaldal.com/oil
Fortune Fortified Rice Bran Oil,5 ltr,1210,https://chaldal.com/oil
Orkide Sunflower Oil,5 ltr,2100,https://chaldal.com/oil
Ecorganic Fortified Sunflower Oil Pet,5 ltr,2125,https://chaldal.com/oil
Foodela Mustard Oil,1 ltr,360,https://chaldal.com/oil
Foodela Mustard Oil,500 ml,180,https://chaldal.com/oil
Radhuni Pure Mustard Oil,2 ltr,750,https://chaldal.com/oil
Starship Fortified Soyabean Oil,2 ltr,398,https://chaldal.com/oil
Farmer's Gold Peanut oil,100 ml,345,https://chaldal.com/oil
Olio Orolio Olive Oil,3 ltr,4100,https://chaldal.com/oil
Olio Orolio Extra Virgin Olive Oil,5 ltr,10800,https://chaldal.com/oil
Olitalia Italian Pomace Olive Oil,250 ml,750,https://chaldal.com/oil
Sunshine Mustard Oil,1 ltr,360,https://chaldal.com/oil
Olio Orolio Olive Oil,1 ltr,1565,https://chaldal.com/oil
Olio Orolio Olive Oil,750 ml,1190,https://chaldal.com/oil
Olio Orolio Olive Oil,500 ml,900,https://chaldal.com/oil
Olio Orolio Extra Virgin Olive Oil,1 ltr,2300,https://chaldal.com/oil
Olio Orolio Extra Virgin Olive Oil,500 ml,1195,https://chaldal.com/oil
Clariss Olive Oil Pomace Glass Bottle,250 ml,495,https://chaldal.com/oil
Ceylon Organic Extra Virgin Coconut Oil,200 ml,600,https://chaldal.com/oil
Luglio Extra Virgin Olive Oil,1 ltr,1950,https://chaldal.com/oil
Golden Drop Sunflower Oil,5 ltr,2150,https://chaldal.com/oil
Ceylon Organic Extra Virgin Coconut Oil,500 ml,1590,https://chaldal.com/oil
Naturel Organic Extra Virgin Coconut Oil,500 ml,1525,https://chaldal.com/oil
Orkide Extra Virgin Olive Oil,500 ml,675,https://chaldal.com/oil
Pran Mustard Oil,1 ltr,340,https://chaldal.com/oil
Saffola Active Plus Edible Oil,5 ltr,2000,https://chaldal.com/oil
YO WE Fragrance Sesame Oil,630 ml,1045,https://chaldal.com/oil
Pran Mustard Oil,500 ml,170,https://chaldal.com/oil
Ambassador Spanish Olive Oil Can,150 ml,550,https://chaldal.com/oil
Foodela Ghee,400 gm,785,https://chaldal.com/ghee
Foodela Ghee,200 gm,390,https://chaldal.com/ghee
Foodela Ghee,100 gm,215,https://chaldal.com/ghee
Aarong Dairy Pure Ghee,200 gm,390,https://chaldal.com/ghee
Aarong Dairy Pure Ghee,450 gm,825,https://chaldal.com/ghee
Radhuni Premium Ghee,200 gm,415,https://chaldal.com/ghee
Radhuni Premium Ghee,100 gm,230,https://chaldal.com/ghee
Ultra Ghee,900 gm,1450,https://chaldal.com/ghee
Meena sweets Ghee,500 gm,1075,https://chaldal.com/ghee
Pran Premium Ghee,200 gm,350,https://chaldal.com/ghee
Pran Premium Ghee,100 gm,190,https://chaldal.com/ghee
Pran Premium Ghee,400 gm,760,https://chaldal.com/ghee
Aarong Dairy Pure Ghee,900 gm,1735,https://chaldal.com/ghee
Chia Seed,100 gm,59,https://chaldal.com/premium-ingredients
Farmer's Gold Raw Turmeric powder,100 gm,140,https://chaldal.com/premium-ingredients
Farmer's Gold Protein Powder,200 gm,450,https://chaldal.com/premium-ingredients
Ligion Black Seed With Sesame Seed,100 gm,130,https://chaldal.com/premium-ingredients
Saffron (Jafran),1 gm,299,https://chaldal.com/premium-ingredients
Chachi's Chawk Sweet Sour Chutney,200 ml,165,https://chaldal.com/pickles
Ruchi Boroi Pickle,450 gm,220,https://chaldal.com/pickles
Parboti Local Garlic Pickle,180 gm,150,https://chaldal.com/pickles
Aafi Olive Pickle,400 gm,170,https://chaldal.com/pickles
Aafi Mango Pickle,400 gm,170,https://chaldal.com/pickles
ACME Olive Pickle,400 gm,150,https://chaldal.com/pickles
Kishwan Mango Pickle,400 gm,180,https://chaldal.com/pickles
Ruchi Chalta Pickle,400 gm,200,https://chaldal.com/pickles
Nicobena Tamarind Pickle,325 gm,185,https://chaldal.com/pickles
Nicobena Naga Bombay Chilli Pickle,120 gm,350,https://chaldal.com/pickles
Pran Jugol Chutney,300 gm,190,https://chaldal.com/pickles
Natcha Sweet Tamarind (Tetul),225 gm,399,https://chaldal.com/pickles
Nicobena Garlic Pickle,220 gm,275,https://chaldal.com/pickles
Ahmed Mixed Pickle,400 gm,180,https://chaldal.com/pickles
BD Food Olive Pickle,400 gm,200,https://chaldal.com/pickles
Balachaw (Dry Prawn Chutney),250 gm,330,https://chaldal.com/pickles
American Garden Jalapeno Pepper Sliced,454 gm,475,https://chaldal.com/pickles
BD Food Tatul Chutney,500 gm,170,https://chaldal.com/pickles
Pran Mixed Pickle,400 gm,200,https://chaldal.com/pickles
BD Food Garlic Pickle,400 gm,300,https://chaldal.com/pickles
Ruchi Chutney Tetul 15 gm,12 pcs,60,https://chaldal.com/pickles
Ruchi Mixed Pickle,400 gm,200,https://chaldal.com/pickles
Ruchi Olive Pickle,400 gm,210,https://chaldal.com/pickles
Ruchi Mixed Chutney,450 gm,160,https://chaldal.com/pickles
Ruchi Mango Pickle,400 gm,200,https://chaldal.com/pickles
Ruchi Mango Pickle,200 gm,120,https://chaldal.com/pickles
Ruchi Garlic Pickle,200 gm,165,https://chaldal.com/pickles
Pran Olive Pickle,400 gm,200,https://chaldal.com/pickles
Pran Garlic Pickle,300 gm,240,https://chaldal.com/pickles
Pran Naga Chilli Pickle,300 gm,320,https://chaldal.com/pickles
BD Food Mango Pickle,400 gm,200,https://chaldal.com/pickles
Pran Mango Pickle,400 gm,200,https://chaldal.com/pickles
