Item Name,Quantity/Volume,Price (BDT),Link
Beetroot ±25 gm,500 gm,45,https://chaldal.com/fresh-vegetable
Badhakopi (Cabbage),each,65,https://chaldal.com/fresh-vegetable
Uchche (Local Bitter Gourd) ± 25 gm,500 gm,39,https://chaldal.com/fresh-vegetable
Korola (Bitter Gourd) ± 25 gm,500 gm,39,https://chaldal.com/fresh-vegetable
Pui Shak (Pui Spinach),1 bundle,39,https://chaldal.com/fresh-vegetable
Kochur Mukhi (Taro Roots) ± 25 gm,500 gm,45,https://chaldal.com/fresh-vegetable
Kacha Kola (Banana Green),4 pcs,55,https://chaldal.com/fresh-vegetable
Lomba Kalo Begun (Long Brinjal Black) ± 25 gm,500 gm,45,https://chaldal.com/fresh-vegetable
Sobuj Gol Begun (Round Brinjals Green) ±35 gm,700 gm,59,https://chaldal.com/fresh-vegetable
Jali Kumra (Water Pumpkin),each,59,https://chaldal.com/fresh-vegetable
Pudina Pata (Mint Leaves) ± 10 gm,100 gm,29,https://chaldal.com/fresh-vegetable
Data Shak (Data Spinach),1 bundle,19,https://chaldal.com/fresh-vegetable
Dhundhul (Sponge Gourd) ±20 gm,500 gm,35,https://chaldal.com/fresh-vegetable
Thankuni Pata (Pennywort Leaves),1 bundle,9,https://chaldal.com/fresh-vegetable
Kochur Loti (Stolon Of Taro) ± 25 gm,500 gm,39,https://chaldal.com/fresh-vegetable
Lal Alu (Red Potato) ± 25 gm,500 gm,29,https://chaldal.com/fresh-vegetable
Kalo Gol Begun (Round Brinjals Black) ±35 gm,800 gm,75,https://chaldal.com/fresh-vegetable
Ada (Imported Ginger) ± 25 gm,250 gm,49,https://chaldal.com/fresh-vegetable
Roshun (Garlic Imported) ± 25 gm,250 gm,39,https://chaldal.com/fresh-vegetable
Bombay Chilli,5 pcs,29,https://chaldal.com/fresh-vegetable
Potato Regular (± 25 gm),600 gm,16,https://chaldal.com/fresh-vegetable
Mula (Radish) ± 25 gm,500 gm,35,https://chaldal.com/fresh-vegetable
Lau Shak (Sweet Bitter Melon Leaves),1 bundle,45,https://chaldal.com/fresh-vegetable
Lettuce Leaves ± 10 gm,100 gm,39,https://chaldal.com/fresh-vegetable
Deshi Roshun (Garlic Local) ±25 gm,250 gm,35,https://chaldal.com/fresh-vegetable
Kacha Holud (Raw Turmeric) ± 12 gm,250 gm,45,https://chaldal.com/fresh-vegetable
Broiler Whole Chicken Leg Skin On (± 50 gm),1 kg,489,https://chaldal.com/chicken-poultry
Broiler Chicken Skin On ± 50 gm,1 kg,289,https://chaldal.com/chicken-poultry
Broiler Chicken Skin Off ± 50 gm,1 kg,319,https://chaldal.com/chicken-poultry
Broiler Chicken Skin Off ± 50 gm,1.4 kg,439,https://chaldal.com/chicken-poultry
Broiler Chicken Breast Boneless ± 50 gm,1 kg,599,https://chaldal.com/chicken-poultry
Broiler Chicken Thigh Boneless ± 50 gm,1 kg,449,https://chaldal.com/chicken-poultry
Broiler Chicken Drumsticks ± 50 gm (9-12 pcs),1 kg,499,https://chaldal.com/chicken-poultry
Broiler Chicken Breast Boneless ± 25 gm,500 gm,299,https://chaldal.com/chicken-poultry
Chicken Liver (Kolija) ± 25 gm,500 gm,199,https://chaldal.com/chicken-poultry
Bengal Meat Chicken Thigh Keema ± 50 gm,1 kg,635,https://chaldal.com/chicken-poultry
Bengal Meat Whole Chicken Curry Cut ± 50 gm,1 kg,465,https://chaldal.com/chicken-poultry
Broiler Chicken Drumsticks ± 25 gm (6-8 pcs),500 gm,249,https://chaldal.com/chicken-poultry
Broiler Chicken Thigh Boneless ± 25 gm,500 gm,199,https://chaldal.com/chicken-poultry
Broiler Chicken Skin On ± 50 gm,1.4 kg,399,https://chaldal.com/chicken-poultry
Chaldal Premium Broiler Chicken Wings ± 50 gm,500 gm,219,https://chaldal.com/chicken-poultry
Chicken Liver Gizzard Mix,1 kg,239,https://chaldal.com/chicken-poultry
Chicken Keema (Net Weight ± 50 gm),1 kg,679,https://chaldal.com/chicken-poultry
Broiler Chicken Wings (± 50 gm),1 kg,459,https://chaldal.com/chicken-poultry
Broiler Chicken Breast With Bone (± 50 gm),1 kg,499,https://chaldal.com/chicken-poultry
Live Cock Chicken (Processed) ± 25 gm,500 gm,299,https://chaldal.com/chicken-poultry
Beijing Duck Meat (Net Weight ± 50 gm),1500 gm,999,https://chaldal.com/chicken-poultry
Chaldal Premium Broiler Chicken Wings ± 50 gm,500 gm,219,https://chaldal.com/premium-perishables
Whole Deshi Chicken Skin Off ± 25 gm,500 gm,639,https://chaldal.com/meat-new
Broiler Whole Chicken Leg Skin On (± 50 gm),1 kg,489,https://chaldal.com/meat-new
Broiler Chicken Skin On ± 50 gm,1 kg,289,https://chaldal.com/meat-new
Broiler Chicken Skin Off ± 50 gm,1 kg,319,https://chaldal.com/meat-new
Cock Chicken Skin Off ± 25 gm,500 gm,329,https://chaldal.com/meat-new
Beef Bone In ± 50 gm,1 kg,799,https://chaldal.com/meat-new
Beef Boneless ± 25 gm,500 gm,619,https://chaldal.com/meat-new
Roast Chicken ± 10 gm,275 gm,189,https://chaldal.com/meat-new
Beef Liver (Kolija),500 gm,429,https://chaldal.com/meat-new
Broiler Chicken Breast Boneless ± 50 gm,1 kg,599,https://chaldal.com/meat-new
Broiler Chicken Thigh Boneless ± 50 gm,1 kg,449,https://chaldal.com/meat-new
Beef Ribs (Shinar Mangsho),1 kg,799,https://chaldal.com/meat-new
Broiler Chicken Drumsticks ± 50 gm (9-12 pcs),1 kg,499,https://chaldal.com/meat-new
Broiler Chicken Breast Boneless ± 25 gm,500 gm,299,https://chaldal.com/meat-new
Bengal Meat Beef Keema ± 50 gm,1 kg,1050,https://chaldal.com/meat-new
Chicken Liver (Kolija) ± 25 gm,500 gm,199,https://chaldal.com/meat-new
Beef Bone In (Net Weight ± 25 gm),500 gm,409,https://chaldal.com/meat-new
Bengal Meat Beef Head Meat,1 kg,550,https://chaldal.com/meat-new
Bengal Meat Chicken Thigh Keema ± 50 gm,1 kg,635,https://chaldal.com/meat-new
Beef Head Meat Regular,1 kg,499,https://chaldal.com/meat-new
Beef Brain (Mogoz),each,519,https://chaldal.com/meat-new
Bengal Meat Whole Chicken Curry Cut ± 50 gm,1 kg,465,https://chaldal.com/meat-new
Beef Bone In ± 20 gm,250 gm,209,https://chaldal.com/meat-new
Broiler Chicken Breast With Bone ± 25 gm,500 gm,235,https://chaldal.com/meat-new
Mutton Paya,5 pcs,199,https://chaldal.com/meat-new
Broiler Chicken Drumsticks ± 25 gm (6-8 pcs),500 gm,249,https://chaldal.com/meat-new
Broiler Chicken Thigh Boneless ± 25 gm,500 gm,199,https://chaldal.com/meat-new
Quail Meat,2 pcs,169,https://chaldal.com/meat-new
Mutton Head Meat Regular (Net Weight ± 50 gm),1 kg,639,https://chaldal.com/meat-new
Halim Meat (Beef) ± 20 gm,300 gm,249,https://chaldal.com/meat-new
Chaldal Premium Broiler Chicken Wings ± 50 gm,500 gm,219,https://chaldal.com/meat-new
Whole Layer Chicken Skin Off (Net Weight ± 50 gm),1330 gm,859,https://chaldal.com/meat-new
Chicken Liver Gizzard Mix,1 kg,239,https://chaldal.com/meat-new
Beef Keema,500 gm,639,https://chaldal.com/meat-new
Chicken Keema (Net Weight ± 50 gm),1 kg,679,https://chaldal.com/meat-new
Broiler Chicken Wings (± 50 gm),1 kg,459,https://chaldal.com/meat-new
Broiler Chicken Breast With Bone (± 50 gm),1 kg,499,https://chaldal.com/meat-new
Mutton Brain (Mogoz),2 pcs,259,https://chaldal.com/meat-new
Beef Paya ± 100 gm,2 kg,1099,https://chaldal.com/meat-new
Mutton Paya,10 pcs,399,https://chaldal.com/meat-new
Mutton Bone in (Khashi) ± 50 gm,1 kg,1199,https://chaldal.com/meat-new
Pigeon Meat,each,189,https://chaldal.com/meat-new
Quail Meat,4 pcs,299,https://chaldal.com/meat-new
Bengal Meat Beef Paya,2 kg,1120,https://chaldal.com/meat-new
Live Cock Chicken (Processed) ± 25 gm,500 gm,299,https://chaldal.com/meat-new
Whole Deshi Duck Skin On (Net Weight ± 50 gm),900 gm,789,https://chaldal.com/meat-new
Beef Tripe (Vuri),1 kg,499,https://chaldal.com/meat-new
Cow Lungs ± 25 gm,500 gm,249,https://chaldal.com/meat-new
Deshi Duck With Skin After Cutting (Net Weight ± 50 gm),1 kg,899,https://chaldal.com/meat-new
Beijing Duck Meat After Cutting (Net Weight ± 50 gm),1 kg,799,https://chaldal.com/meat-new
Welcome Light Meat Tuna In Sunflower Oil (Flake),170 gm,190,https://chaldal.com/tofu-meat-alternatives
King Bell Tuna Salad Vegetables,170 gm,320,https://chaldal.com/tofu-meat-alternatives
King Bell Tuna Salad In Tomato Sauce,170 gm,310,https://chaldal.com/tofu-meat-alternatives
King Bell Whole Baby Corn Tin,425 gm,180,https://chaldal.com/tofu-meat-alternatives
Nautilus Lite Sandwich Tuna In Spring Water,165 gm,429,https://chaldal.com/tofu-meat-alternatives
Nautilus Sandwich Tuna In Soybean Oil,165 gm,319,https://chaldal.com/tofu-meat-alternatives
Nautilus Lite Tuna Chunk Soybean Oil,165 gm,319,https://chaldal.com/tofu-meat-alternatives
ACI Pure Salt,1 kg,42,https://chaldal.com/salt-sugar
Fresh Super Premium (Vacuum) Salt,1 kg,42,https://chaldal.com/salt-sugar
AJI-NO-MOTO Monosodium Glutamate,200 gm,95,https://chaldal.com/salt-sugar
Fresh Refined Sugar,1 kg,110,https://chaldal.com/salt-sugar
Teer Sugar,1 kg,110,https://chaldal.com/salt-sugar
ACI Pure Salt,500 gm,22,https://chaldal.com/salt-sugar
Starship Refined Sugar,1 kg,110,https://chaldal.com/salt-sugar
Rock Salt (Bit Lobon),100 gm,55,https://chaldal.com/salt-sugar
Sugar Candy (Tal Misri),200 gm,39,https://chaldal.com/salt-sugar
AJI-NO-MOTO Monosodium Glutamate,100 gm,50,https://chaldal.com/salt-sugar
Saad Bit Salt,100 gm,50,https://chaldal.com/salt-sugar
ACI Sprinkle Salt & Pepper Mix,100 gm,125,https://chaldal.com/salt-sugar
AJI-NO-MOTO Monosodium Glutamate,40 gm,20,https://chaldal.com/salt-sugar
Pran Iodized Salt,1 kg,42,https://chaldal.com/salt-sugar
Sis White Icing Sugar,500 gm,359,https://chaldal.com/salt-sugar
Sis Brown Sugar,800 gm,759,https://chaldal.com/salt-sugar
Sis White Sugar Cube,454 gm,500,https://chaldal.com/salt-sugar
Farina Laccha Shemai,500 gm,140,https://chaldal.com/shemai-suji
Farina Chutki Shemai,200 gm,40,https://chaldal.com/shemai-suji
Rahul Vermicelli Chikon Shemai,200 gm,40,https://chaldal.com/shemai-suji
Banoful Lashcha Shemai,200 gm,50,https://chaldal.com/shemai-suji
Kolson Cock Vermicelli (Shemai),200 gm,45,https://chaldal.com/shemai-suji
Teer Semolina Suji,500 gm,48,https://chaldal.com/shemai-suji
Kolson Special Lascha Semai,180 gm,50,https://chaldal.com/shemai-suji
ACI Pure Suji,500 gm,48,https://chaldal.com/shemai-suji
Radhuni Shemai,200 gm,45,https://chaldal.com/shemai-suji
Bombay Sweets Instant Laccha Shemai,180 gm,60,https://chaldal.com/shemai-suji
Olympic Lascha Shemai,200 gm,50,https://chaldal.com/shemai-suji
Rahul Vermicelli Chikon Shemai,500 gm,90,https://chaldal.com/shemai-suji
Banoful Vermicelli Shemai,200 gm,45,https://chaldal.com/shemai-suji
Dekko Laccha Shemai,180 gm,50,https://chaldal.com/shemai-suji
Pran Vermicelli Shemai,200 gm,45,https://chaldal.com/shemai-suji
Dekko Shahi Shemai,180 gm,45,https://chaldal.com/shemai-suji
Thai Choice Rice Noodles,200 gm,350,https://chaldal.com/shemai-suji
Fresh Suji,500 gm,48,https://chaldal.com/shemai-suji
Dekko Apyayan Lachsa Semai,180 gm,50,https://chaldal.com/shemai-suji
Rahul Vermicelli I Shape Shemai,200 gm,40,https://chaldal.com/shemai-suji
Rahul Vermicelli U Shape Shemai,200 gm,45,https://chaldal.com/shemai-suji
Chickpea Flour (Boot Beshon),500 gm,69,https://chaldal.com/miscellaneous
Sagudana,200 gm,45,https://chaldal.com/miscellaneous
Foster Clark's Corn Flour,400 gm,360,https://chaldal.com/miscellaneous
Tamarind peeled (Tetul),200 gm,55,https://chaldal.com/miscellaneous
Pumpkin Seed,100 gm,99,https://chaldal.com/miscellaneous
Nutmeg (Jayfal) Whole,5 pcs,49,https://chaldal.com/miscellaneous
Fit Food Italian Seasoning,80 gm,250,https://chaldal.com/miscellaneous
Fit Food Cajun Seasoning,80 gm,250,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Napoletana,400 gm,599,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Arrabbiata,400 gm,599,https://chaldal.com/miscellaneous
Barilla Pasta Sauce Jar Basilico,400 gm,599,https://chaldal.com/miscellaneous
Kidney Bean,500 gm,129,https://chaldal.com/miscellaneous
Remia Dijon Mustard,370 gm,520,https://chaldal.com/miscellaneous
BBQ Coal Bag,1 kg,149,https://chaldal.com/miscellaneous
Bread Crumbs Loose,200 gm,45,https://chaldal.com/miscellaneous
Uncle Barn's Tempura Flour,500 gm,275,https://chaldal.com/miscellaneous
Chia Seed,100 gm,59,https://chaldal.com/premium-ingredients
Farmer's Gold Raw Turmeric powder,100 gm,140,https://chaldal.com/premium-ingredients
Farmer's Gold Protein Powder,200 gm,450,https://chaldal.com/premium-ingredients
Ligion Black Seed With Sesame Seed,100 gm,130,https://chaldal.com/premium-ingredients
Saffron (Jafran),1 gm,299,https://chaldal.com/premium-ingredients
Pran Tomato Sauce,340 gm,125,https://chaldal.com/tomato-sauces
Pran Tomato Sauce,1 kg,320,https://chaldal.com/tomato-sauces
Best's Tomato Ketchup,330 ml,182,https://chaldal.com/tomato-sauces
Saad Hot Tomato Sauce,340 gm,120,https://chaldal.com/tomato-sauces
Ahmed Tomato Sauce,340 gm,115,https://chaldal.com/tomato-sauces
Ahmed Tomato Ketchup,340 gm,115,https://chaldal.com/tomato-sauces
Ruchi Hot Tomato Sauce,350 gm,125,https://chaldal.com/tomato-sauces
Pran Hot Tomato Sauce Mini 8 gm,10 pcs,30,https://chaldal.com/tomato-sauces
Ruchi Tomato Ketchup,350 gm,125,https://chaldal.com/tomato-sauces
Best's Tomato Puree,400 gm,174,https://chaldal.com/tomato-sauces
Ruchi Hot Tomato Sauce,200 gm,80,https://chaldal.com/tomato-sauces
Chef Le Tomato Paste,400 gm,136,https://chaldal.com/tomato-sauces
Sajeeb Hot Tomato Sauce,340 gm,115,https://chaldal.com/tomato-sauces
Shezan Tomato Ketchup,340 gm,115,https://chaldal.com/tomato-sauces
Pran Tomato Ketchup,340 gm,125,https://chaldal.com/tomato-sauces
Ching's Green Chilli Sauce,680 gm,350,https://chaldal.com/cooking-sauces
Ching's Green Chilli Sauce,190 gm,150,https://chaldal.com/cooking-sauces
Ching's Chilli Sauce,680 gm,350,https://chaldal.com/cooking-sauces
Saad Sweet Chilli Sauce,340 gm,150,https://chaldal.com/cooking-sauces
Maekrua Oyster Sauce,600 ml,639,https://chaldal.com/cooking-sauces
Kikkoman Premium Soy Sauce,600 ml,679,https://chaldal.com/cooking-sauces
Sajeeb Soya Sauce,300 ml,100,https://chaldal.com/cooking-sauces
Best's Tomato Puree,400 gm,174,https://chaldal.com/cooking-sauces
Kikkoman Soy Sauce,1 ltr,1499,https://chaldal.com/cooking-sauces
Ruchi Sweet Chili Sauce,200 gm,90,https://chaldal.com/cooking-sauces
Ruchi BBQ Sauce,200 gm,150,https://chaldal.com/cooking-sauces
Blossoms Dark Soya Sauce,500 ml,429,https://chaldal.com/cooking-sauces
Chef Le Dark Soya Sauce,500 ml,310,https://chaldal.com/cooking-sauces
Chef Le Dark Soya Sauce,250 ml,174,https://chaldal.com/cooking-sauces
Chef Le Light Soya Sauce,500 ml,294,https://chaldal.com/cooking-sauces
American Garden Pizza Sauce Classic,397 ml,670,https://chaldal.com/cooking-sauces
Ahmed Garlic Sauce,340 gm,140,https://chaldal.com/cooking-sauces
Nando's Garlic Sauce,250 gm,550,https://chaldal.com/cooking-sauces
Umami BBQ Sauce,300 ml,275,https://chaldal.com/cooking-sauces
American Garden BBQ Sauce Original,510 gm,639,https://chaldal.com/cooking-sauces
Remia Garlic Sauce,250 ml,299,https://chaldal.com/cooking-sauces
Bachun Oyster Sauce,350 ml,450,https://chaldal.com/cooking-sauces
Life Oyster Flavoured Sauce,510 gm,382,https://chaldal.com/cooking-sauces
Best's Chilli & Garlic Sauce,320 gm,210,https://chaldal.com/cooking-sauces
Suree Premium Oyster Sauce,295 ml,435,https://chaldal.com/cooking-sauces
Aarong Dairy Sour Curd,500 gm,120,https://chaldal.com/yogurt
Aarong Dairy Low Fat Yogurt (Sour),500 gm,110,https://chaldal.com/yogurt
Aarong Dairy Sweetened Yogurt,500 gm,150,https://chaldal.com/yogurt
Pran Sour Curd,500 ml,120,https://chaldal.com/yogurt
Shokti+ Mishti Doi,75 gm,25,https://chaldal.com/yogurt
Pran Drinking Yogurt,200 ml,30,https://chaldal.com/yogurt
Pran Sweetened Yogurt,100 gm,30,https://chaldal.com/yogurt
Aarong Dairy Pantoa,600 gm,210,https://chaldal.com/yogurt
Aarong Dairy Roshogolla,600 gm,200,https://chaldal.com/yogurt
Aarong Dairy Roshogolla (20±2 pcs),1 kg,350,https://chaldal.com/yogurt
Aarong Dairy Butter,200 gm,270,https://chaldal.com/butter-sour-cream
Milk Vita Butter,200 gm,270,https://chaldal.com/butter-sour-cream
Vivo Ambient Whip Topping with Vegetable Fat,1100 gm,736,https://chaldal.com/butter-sour-cream
Pran Butter (Fresco Container),200 gm,280,https://chaldal.com/butter-sour-cream
Lurpak Butter Unsalted,200 gm,880,https://chaldal.com/butter-sour-cream
Lurpak Salted Spreadable Butter,250 gm,990,https://chaldal.com/butter-sour-cream
Tata Tea Premium,400 gm,149,https://chaldal.com/tea-coffee-2
Dilmah Ceylon Moroccan Mint Green Tea,40 gm,549,https://chaldal.com/tea-coffee-2
Ispahani Mirzapore Best Leaf Tea,500 gm,270,https://chaldal.com/tea-coffee-2
Dilmah Premium Ceylon Tea 50 gm,25 pcs,480,https://chaldal.com/tea-coffee-2
Nestle Nescafe 3 in 1 Iced Frappe Cold Coffee Mix,30 gm,50,https://chaldal.com/tea-coffee-2
Sylhet Golden Premium Black Tea,400 gm,210,https://chaldal.com/tea-coffee-2
Tetley Green Tea Bag Masala Cha 25 pcs,35 gm,160,https://chaldal.com/tea-coffee-2
Dilmah Ceylon Green Tea With Cardamom,40 gm,715,https://chaldal.com/tea-coffee-2
Fresh Premium Tea Bag,100 gm,95,https://chaldal.com/tea-coffee-2
Lipton Green Tea Bag Honey and Lemon,25 pcs,170,https://chaldal.com/tea-coffee-2
Tetley Green Tea Bag Pure and Original 25 pcs,32.5 gm,140,https://chaldal.com/tea-coffee-2
AMA Coffee 3 In 1,15 gm,10,https://chaldal.com/tea-coffee-2
Seylon Instant Milk Tea 3 in 1,15 gm,10,https://chaldal.com/tea-coffee-2
Ispahani Mirzapore Tea Bag,50 pcs,100,https://chaldal.com/tea-coffee-2
Fresh Coffee 3 in 1,15 gm,10,https://chaldal.com/tea-coffee-2
Ispahani Mirzapore Best Leaf Tea,400 gm,230,https://chaldal.com/tea-coffee-2
Ispahani Mirzapore Best Leaf Tea,200 gm,116,https://chaldal.com/tea-coffee-2
Brooke Bond Taaza Black Tea,400 gm,250,https://chaldal.com/tea-coffee-2
Seylon Gold Tea,500 gm,240,https://chaldal.com/tea-coffee-2
Nestle Nescafe Classic Instant Coffee Jar,45 gm,275,https://chaldal.com/tea-coffee-2
Brooke Bond Taaza Black Tea,200 gm,130,https://chaldal.com/tea-coffee-2
Nestle Coffee Mate Coffee Creamer Box,450 gm,380,https://chaldal.com/tea-coffee-2
Kazi & Kazi Organic Green Tea 40 pcs,60 gm,215,https://chaldal.com/tea-coffee-2
Nestle Nescafe Classic Instant Coffee Jar,90 gm,475,https://chaldal.com/tea-coffee-2
MacCoffee Instant Coffee Pouch,200 gm,850,https://chaldal.com/tea-coffee-2
Tora Bika Cappuccino 25 gm,6 pcs,300,https://chaldal.com/tea-coffee-2
Dilmah Geen Tea with Jasmine 40 gm,20 pcs,595,https://chaldal.com/tea-coffee-2
Dilmah Green Tea with Camomile 30 gm,20 pcs,630,https://chaldal.com/tea-coffee-2
Dilmah Darjeeling Tea 50 gm,25 pcs,790,https://chaldal.com/tea-coffee-2
Seylon Instant Milk Tea 3 in 1 Stick Pouch,25 pcs,250,https://chaldal.com/tea-coffee-2
Seylon Instant Milk Tea,150 gm,100,https://chaldal.com/tea-coffee-2
Tetley Green Tea Bag Lemon & Honey 25 pcs,35 gm,170,https://chaldal.com/tea-coffee-2
Halda Valley Red Robe Oolong Tea,45 gm,245,https://chaldal.com/tea-coffee-2
Revival Karak Masala Tea,200 gm,220,https://chaldal.com/tea-coffee-2
Dr. H&H Slimming Tea Bags 30 pcs,60 gm,400,https://chaldal.com/tea-coffee-2
Kericho Gold Round Tea Bag 50 pcs,100 gm,329,https://chaldal.com/tea-coffee-2
MacCoffee Coffee And Creamer 2 in 1 12 gm x 20,,425,https://chaldal.com/tea-coffee-2
ACME Tea Premium Gold,200 gm,110,https://chaldal.com/tea-coffee-2
Dilmah Ginger & Honey Black Tea,30 gm,405,https://chaldal.com/tea-coffee-2
MacCoffee Original Jar,200 gm,1100,https://chaldal.com/tea-coffee-2
Moccona Select Instant Coffee,190 gm,1420,https://chaldal.com/tea-coffee-2
Kazi & Kazi Organic Tea Turmeric Infusion 40 pcs,60 gm,295,https://chaldal.com/tea-coffee-2
Nestle Nescafe Creamy Latte Coffee Mix Sachet 18 gm,12 pcs,240,https://chaldal.com/tea-coffee-2
Halda Valley Golden Eyebrow Black Tea,50 gm,500,https://chaldal.com/tea-coffee-2
Dilmah Ceylon Green Tea With Ceylon Cinnamon,40 gm,715,https://chaldal.com/tea-coffee-2
Ispahani Blender's Choice Premium Green Tea Bag 70 gm,50 pcs,205,https://chaldal.com/tea-coffee-2
Kopiko Brown Coffee 20 gm,6 pcs,279,https://chaldal.com/tea-coffee-2
Kazi & Kazi Organic Green Mint Tea 25 pcs,37.5 gm,295,https://chaldal.com/tea-coffee-2
Paragon Hajinagar PD Tea,500 gm,225,https://chaldal.com/tea-coffee-2
Paragon Hajinagar BOP Tea,500 gm,220,https://chaldal.com/tea-coffee-2
Golden Grain Puffed Rice (Hand Made),400 gm,90,https://chaldal.com/local-breakfast
Pran Puffed Rice (Muri),500 gm,75,https://chaldal.com/local-breakfast
Bread Pit White Bread,500 gm,110,https://chaldal.com/local-breakfast
Ruchi Puffed Rice (Muri),400 gm,65,https://chaldal.com/local-breakfast
Golden Harvest Premium Deshi Paratha 20 pcs,1300 gm,320,https://chaldal.com/local-breakfast
Golden Harvest Mega Deshi Paratha 1600 gm,20 pcs,380,https://chaldal.com/local-breakfast
Pran Flattened Rice (Chira),500 gm,70,https://chaldal.com/local-breakfast
Ruchi Puffed Rice (Muri),200 gm,35,https://chaldal.com/local-breakfast
White Bread,500 gm,70,https://chaldal.com/local-breakfast
Bread Pit Milk Bread,300 gm,120,https://chaldal.com/local-breakfast
Pran Puffed Rice (Muri),250 gm,40,https://chaldal.com/local-breakfast
Ispahani Bakery Fresh Dry Cake,300 gm,150,https://chaldal.com/local-breakfast
Bread Pit Multigrain Bread,300 gm,149,https://chaldal.com/local-breakfast
Farmer's Gold White Flattened Rice (Sada Chira),1 kg,120,https://chaldal.com/local-breakfast
BPM Homemade Puffed Rice (Muri),500 gm,135,https://chaldal.com/local-breakfast
Tiffany Crunch 'n' Cream Orange Wafers,65 gm,250,https://chaldal.com/local-breakfast
Hershey's Chocolate Syrup,623 gm,1029,https://chaldal.com/spreads-syrups
Milk Vita Butter,200 gm,270,https://chaldal.com/spreads-syrups
American Garden Strawberry Pie Filling,595 gm,1360,https://chaldal.com/spreads-syrups
American Garden Blueberry Pie Filling,595 gm,1360,https://chaldal.com/spreads-syrups
Aarong Dairy Cream Cheese Spread,180 gm,500,https://chaldal.com/spreads-syrups
Naples Mayonnaise,475 ml,275,https://chaldal.com/spreads-syrups
Naples Mayonnaise,170 ml,140,https://chaldal.com/spreads-syrups
Nucella+ Chocolate Bread Spread Cocoa & Almond,230 gm,380,https://chaldal.com/spreads-syrups
American Garden Pancake Syrup Original,710 ml,1215,https://chaldal.com/spreads-syrups
Nocilla Two Flavor Cocoa Spread,190 gm,750,https://chaldal.com/spreads-syrups
Herman Garlic Mayonnaise,500 gm,520,https://chaldal.com/spreads-syrups
American Garden Real Mayonnaise,473 ml,965,https://chaldal.com/spreads-syrups
Nutella Hazelnut Cocoa Spread,750 gm,2200,https://chaldal.com/spreads-syrups
Almarai spreadable Cream Cheese,500 gm,1290,https://chaldal.com/spreads-syrups
Almarai Spreadable Cream Cheese,200 gm,619,https://chaldal.com/spreads-syrups
Lurpak Butter Unsalted,200 gm,880,https://chaldal.com/spreads-syrups
Nutella Hazelnut Cocoa Spread,350 gm,1150,https://chaldal.com/spreads-syrups
Ruchi Orange Jam,500 gm,220,https://chaldal.com/spreads-syrups
Lurpak Salted Spreadable Butter,250 gm,990,https://chaldal.com/spreads-syrups
Crown Peanut Butter Smooth & Creamy,510 gm,850,https://chaldal.com/spreads-syrups
Crown Peanut Butter Chunky,510 gm,750,https://chaldal.com/spreads-syrups
Alfa Mayonnaise,473 ml,335,https://chaldal.com/spreads-syrups
Mother's Smile Profom Milk Jar,400 gm,630,https://chaldal.com/energy-boosters
