Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
7415,AR Organic Neem Oil 200ml,,400,360,https://www.arogga.com/category/beauty/10972/organic-beauty
7416,Rongon Herbals Holy Basil Powder - রঙ্গন হারবাল তুলসী পাতা গুড়া,,90,69.30,https://www.arogga.com/category/beauty/10972/organic-beauty
7417,Wazih Organic Moringa Leaf Powder 100g,,160,129,https://www.arogga.com/category/beauty/10972/organic-beauty
7418,Lumi Extra Virgin Olive Oil 250ml,,800,600,https://www.arogga.com/category/beauty/10972/organic-beauty
7419,Wazih Organic Acne and Pimple Remove Face Pack 100g,,350,280,https://www.arogga.com/category/beauty/10972/organic-beauty
7420,Rongon Herbal Lemon Essential Oil - রঙ্গন হারবাল লেমন এসেন্সিয়াল অয়েল,,300,264,https://www.arogga.com/category/beauty/10972/organic-beauty
7421,Laxzin 100% Pure Sesame Oil 100ml,,250,220,https://www.arogga.com/category/beauty/10972/organic-beauty
7422,Rongon Herbals Cedarwood Essential Oil - রঙ্গন হারবাল সিডারউড এসেন্সিয়াল অয়েল,,400,190,https://www.arogga.com/category/beauty/10972/organic-beauty
7423,"Inara Turmeric, Honey and Tea Tree Oil Soap (Handmade) 100g",,950,200,https://www.arogga.com/category/beauty/10972/organic-beauty
7424,AR Organic Hibiscus Oil 100ml,,350,315,https://www.arogga.com/category/beauty/10972/organic-beauty
7425,Rongon Herbals Potato Powder - রঙ্গন হারবাল আলু গুড়া,,220,202,https://www.arogga.com/category/beauty/10972/organic-beauty
7426,Lumi Extra Virgin Castor Oill 250ml,,750,565,https://www.arogga.com/category/beauty/10972/organic-beauty
7427,Orgagenic White Sandalwood Powder 100g,,900,805,https://www.arogga.com/category/beauty/10972/organic-beauty
7428,Wazih Organic Melasma Face Pack 100g,,450,322.30,https://www.arogga.com/category/beauty/10972/organic-beauty
7429,Rongon Herbals Curry Leaf Powder - রঙ্গন হারবাল কারিপাতা গুড়া,,220,200,https://www.arogga.com/category/beauty/10972/organic-beauty
7430,Soft Touch Olive Oil 100ml,,225,202.50,https://www.arogga.com/category/beauty/10972/organic-beauty
7431,Rongon Herbals Premium Bel Powder (Aegle Marmelos) - রঙ্গন হারবাল প্রিমিয়াম বেল গুড়া,,150,80,https://www.arogga.com/category/beauty/10972/organic-beauty
7432,Rongon Herbals Aloe Olive Oil for Normal Skin - রঙ্গন হারবাল এ্যালো অলিভ অয়েল ফর নরমাল স্কিন,,380,292.60,https://www.arogga.com/category/beauty/10972/organic-beauty
7433,AR Organic Beetroot Gel 150g,,400,360,https://www.arogga.com/category/beauty/10972/organic-beauty
7434,Orgagenic Pomegranate Powder 100gm,,290,160,https://www.arogga.com/category/beauty/10972/organic-beauty
7435,Orgagenic Mint Powder 100g,,300,264,https://www.arogga.com/category/beauty/10972/organic-beauty
7436,Wazih Organic Wild Turmeric Powder 100g,,320,253,https://www.arogga.com/category/beauty/10972/organic-beauty
7437,"Inara Goat's Milk, Shea Butter & Honey Soap (Handmade) 100g",,950,200,https://www.arogga.com/category/beauty/10972/organic-beauty
7438,Buy 1 Get 1 - Rongon Herbals Pigmentation pack- পিগমেন্টেশন প্যাক,,650,300,https://www.arogga.com/category/beauty/10972/organic-beauty
7439,Wazih Organic Hairfall Treatment Pack 100g,,250,179.30,https://www.arogga.com/category/beauty/10972/organic-beauty
7440,Inara Oatmeal & Shea Butter Soap (Handmade) 100g,,950,200,https://www.arogga.com/category/beauty/10972/organic-beauty
7441,Rongon Herbals Premium Tamarind Seed - রঙ্গন হারবাল প্রিমিয়াম তেতুল বীজ গুড়া,,120,92.40,https://www.arogga.com/category/beauty/10972/organic-beauty
7442,AR Organic Hibiscus Toner 250g,,300,280,https://www.arogga.com/category/beauty/10972/organic-beauty
7443,Rongon Herbals Aloe Olive Brightness Oil- রঙ্গন হারবাল এ্যালো অলিভ ব্রাইটনেস অয়েল,,875,500,https://www.arogga.com/category/beauty/10972/organic-beauty
7444,Rongon Herbals Arjun Bark Powder - রঙ্গন হারবাল অর্জুন গুড়া,,90,60,https://www.arogga.com/category/beauty/10972/organic-beauty
7445,Rongon Herbals Kalomegh Powder - রঙ্গন হারবাল কালোমেঘ গুড়া,,180,138.60,https://www.arogga.com/category/beauty/10972/organic-beauty
7446,Rongon Herbals Ginger Essential Oil - রঙ্গন হারবাল জিঞ্জার এসেন্সিয়াল অয়েল,,550,280,https://www.arogga.com/category/beauty/10972/organic-beauty
7447,AR Organic Onion Oil 100ml,,350,315,https://www.arogga.com/category/beauty/10972/organic-beauty
7448,Rongon Herbals Cinnamon Essential Oil - রঙ্গন হারবাল সিনামন এসেন্সিয়াল অয়েল,,450,300,https://www.arogga.com/category/beauty/10972/organic-beauty
7449,Organikaon Acne Soft Moisture Infusion Toner 100ml,,650,455,https://www.arogga.com/category/beauty/10972/organic-beauty
7450,Rongon Herbals Aloe Olive Brightness Oil - রঙ্গন হারবাল এ্যালো অলিভ ব্রাইটনেস অয়েল,,450,280,https://www.arogga.com/category/beauty/10972/organic-beauty
7451,Bio Active Donla Olive Oil 90ml (Thailand),,550,518,https://www.arogga.com/category/beauty/10972/organic-beauty
7452,Rongon Herbals Aloe Olive Oil for Extra Dry Skin - রঙ্গন হারবাল এ্যালো অলিভ অয়েল ফর এক্সট্রা ড্রাই স্কিন,,530,300,https://www.arogga.com/category/beauty/10972/organic-beauty
7453,AR Organic Almond Oil 50ml,,390,351,https://www.arogga.com/category/beauty/10972/organic-beauty
7454,Wazih Organic Aloe Vera Powder 100g,,180,128.70,https://www.arogga.com/category/beauty/10972/organic-beauty
7455,AR Organic Almond & Saffron Brightening Moisturizing Cream 100g,,400,360,https://www.arogga.com/category/beauty/10972/organic-beauty
7456,Mumtaz Instant Active Synthetic Colour Paste – Gold No. 1,,,55,https://www.arogga.com/category/beauty/10972/organic-beauty
7457,Farmer's Gold Almond Oil 100ml,,850,765,https://www.arogga.com/category/beauty/10972/organic-beauty
7458,Orgagenic Rose Petal Powder 100gm,,390,250,https://www.arogga.com/category/beauty/10972/organic-beauty
7459,Orgagenic Nutmeg Powder 100g,,300,264,https://www.arogga.com/category/beauty/10972/organic-beauty
7460,Rongon Herbals Premium African Dream Herb Powder - রঙ্গন হারবাল প্রিমিয়াম গিলা গুড়া,,220,140,https://www.arogga.com/category/beauty/10972/organic-beauty
7461,AR Organic Olive Oil 100ml,,270,243,https://www.arogga.com/category/beauty/10972/organic-beauty
7462,TopGrain Natural Mehedy Powder 100g,,350,300,https://www.arogga.com/category/beauty/10972/organic-beauty
7463,Rongon Herbals Majuphal Powder - রঙ্গন হারবাল মাজুফল গুড়া,,390,190,https://www.arogga.com/category/beauty/10972/organic-beauty
7464,Rongon Herbals Jasmine Essential Oil - রঙ্গন হারবাল জেসমিন এসেন্সিয়াল অয়েল,,650,410,https://www.arogga.com/category/beauty/10972/organic-beauty
7465,AR Organic Rosemary Oil 200ml,,2150,1900,https://www.arogga.com/category/beauty/10972/organic-beauty
7466,Buy1 Get1 - Rongon Herbals Pigmentation OIL NIGHT- পিগমেন্টেশন অয়েল নাইট,,1200,750,https://www.arogga.com/category/beauty/10972/organic-beauty
7467,Rongon Herbals Pigmentation pack- পিগমেন্টেশন প্যাক,,650,500.50,https://www.arogga.com/category/beauty/10972/organic-beauty
7468,Buy1 Get1 - Rongon Herbals Pigmentation Oil Day- পিগমেন্টেশন অয়েল ডে,,1200,750,https://www.arogga.com/category/beauty/10972/organic-beauty
7469,Rongon Herbals Bergamot Essential Oil - রঙ্গন হারবাল বার্গামোট এসেন্সিয়াল অয়েল,,650,500.50,https://www.arogga.com/category/beauty/10972/organic-beauty
7470,AR Organic Hibiscus Gel 150g,,395,355.50,https://www.arogga.com/category/beauty/10972/organic-beauty
7471,Rongon Herbal Green Tea Essential Oil - রঙ্গন হারবাল গ্রিন টি এসেন্সিয়াল অয়েল,,600,475,https://www.arogga.com/category/beauty/10972/organic-beauty
7472,Rongon Herbal Neroli Essential Oil - রঙ্গন হারবাল নেরোলি এসেন্সিয়াল অয়েল,,650,514,https://www.arogga.com/category/beauty/10972/organic-beauty
7473,Rongon Herbals Pigmentation Oil Night- পিগমেন্টেশন অয়েল নাইট,,1200,750,https://www.arogga.com/category/beauty/10972/organic-beauty
7474,Rongon Herbal Marjoram Essential Oil - রঙ্গন হারবাল মার্জোরাম এসেন্সিয়াল অয়েল,,650,500.50,https://www.arogga.com/category/beauty/10972/organic-beauty
7475,AR Organic Red Sandal Powder 50g,,350,315,https://www.arogga.com/category/beauty/10972/organic-beauty
7476,Rongon Herbals Pigmentation OIL DAY- পিগমেন্টেশন অয়েল ডে,,1200,750,https://www.arogga.com/category/beauty/10972/organic-beauty
7477,Rongon Herbals Clary Sage Essential Oil - রঙ্গন হারবাল ক্ল্যারি সেজ এসেন্সিয়াল অয়েল,,650,514,https://www.arogga.com/category/beauty/10972/organic-beauty
7478,Sudocrem Antiseptic Healing Baby Diaper Rash Cream 125g,,1000,690,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7479,NeoCare Baby Wet Wipes Soft Fabric 120 Pieces,,235,199.75,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7480,Mum Mum Baby Pant Diaper 40Pcs M (7-12Kg),,900,680,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7481,Neocare Baby Diaper New Born 20's Pack,,640,635,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7482,Bashundhara Wet Wipes For Baby's Care 240's Jar,,,300,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7483,Mum Mum Baby Pant Diaper 42Pcs S (4-8Kg),,900,680,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7484,Supermom Premium Mild Baby Wipes,,250,225,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7485,Savlon Twinkle Baby Pant Diaper Medium 40 pcs (6-12 kg),,890,770,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7486,Mum Mum Baby Pant Diaper 40Pcs L (9-14kg) (Don't Active),,1060,740,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7487,Supermom Premium Mild Baby Wipes - 20 pcs,,60,50,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7488,NeoCare Belt System Baby Diaper S 10's Pack,,260,215,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7489,Thai Wet Wipes For Baby Moist Tissue 230's Pack,,275,220,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7490,Mum Mum Baby Pant Diaper 34Pcs L (9-14 kg),,900,680,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7491,NeoCare Belt System Baby Diaper 50's Pack,,1200,1020,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7492,Savlon Twinkle Baby Pant Diaper XL 44 pcs (12-20 kg),,1200,1090,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7493,Savlon Twinkle Baby Pant Diaper Large 48 pcs (8-15 kg),,1200,900,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7494,Savlon Twinkle Baby Pant Diaper Large 34's Pack (8-15 kg),,890,820,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7495,Mum Mum Baby Pant Diaper 32Pcs XL (12-17kg),,900,680,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7496,Mum Mum Baby Pant Diaper L 9-14 kg,,140,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7497,Mum Mum Baby Pant Diaper M 7-12 kg,,140,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7498,Savlon Twinkle Baby Pant Diaper Small 60 pcs (Upto 8kg),,1200,900,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7499,Thai Wet Wipes For Baby Moist Tissue-170 Jar,,225,180,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7500,Savlon Twinkle Baby Pant Diaper XXL 34 pcs (14-25 kg),,1200,900,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7501,Thai Pant Style Baby Diaper S (4-8 kg) 42's Pack,,885,716,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7502,Neocare Belt System Baby Diaper M 50's Pack,,1450,1232.50,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7503,Mum Mum Baby Pant Diaper S 4-8 kg,,140,98,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7504,Savlon Twinkle Baby Pant Diaper XL 32 pcs (12-20 kg),,890,770,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7505,Savlon Twinkle Baby Belt Diaper Small 5 Pcs (Upto 8kg),,120,102,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7506,NeoCare Belt System Baby Diaper S (3-6 kg) 4's Pack,,104,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7507,Savlon Baby Wipes 160's Jar,,250,228,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7508,NeoCare Belt System Baby Diaper S (3-6 kg) 4's Pack,,104,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7509,Savlon Baby Wipes 160's Jar,,250,228,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7510,Savlon Twinkle Baby Pant Diaper Small 42's Pack (Upto 8kg),,890,820,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7511,Thai Pant Style Baby Diaper-M 40's Pack,,885,782,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7512,Thai Wet Wipes For Baby Moist Tissue 120's Jar,,185,159,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7513,Savlon Twinkle Baby Belt Diaper S 44pcs (Upto 8kg),,1100,999,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7514,Savlon Twinkle Baby Wipes Jar-120,,200,170,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7515,Mum Mum Baby Pant Diaper 4 Pcs XL (12-17kg),,140,95,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7516,Bashundhara Wet Wipes For Baby's Care 60's Jar,,115,90,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7517,Thai Wet Wipes For Baby Moist Tissue-120ps,,205,203,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7518,Bashundhara Wet Wipes For Baby's Care 120's Jar,,,180,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7519,Pozzy Baby Wet Wipes 120pcs,,235,199.75,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7520,Supermom Baby Diaper Belt Small (3-8 kg) 5's Pack,,145,124,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7521,Avonee Pant Style Diaper 42's Pack (S),,890,712,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7522,Savlon Twinkle Baby Belt Diaper M 40pcs (6-11 kg),,1100,819,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7523,Kidstar Baby Diaper S 5's Pack,,120,94,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7524,Avonee Pant Style Diaper L (9-14 kg) 34's Pack (Light & Dry),,890,788,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7525,Savlon Baby Wipe 120's Pack (Soft baby lotion 100ml free),,285,242.25,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7526,Fresh Happy Nappy Baby Wipes 20pcs,,50,45,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7527,Avonee Pant Style Diaper M (7-12 kg) 40's Pack,,890,756.50,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7528,Supermom Baby Diaper New Born (0-4kg) - 20 pcs,,600,510,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7529,Bashundhara Baby Diaper-Standard Series (M) 40's Pack,,760,608,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7530,Savlon Twinkle Baby Pant Diaper Medium 50 pcs (6-12 kg),,1200,1090,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7531,Savlon Twinkle Baby Pant Diaper M 5's Pack (6-12 kg),,140,104,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7532,Thai Wet Wipes For Baby Moist Tissue 160's Pack,,260,182,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7533,Supermom Baby Diaper Belt S 60's Pack,,1500,1350,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7534,Savlon Twinkle Baby Pant Diaper XXL 24 pcs (14-25 kg),,890,820,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7535,Neocare Belt System Baby Diaper L 50's Pack,,1650,1402.50,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7536,Fresh Happy Nappy Baby Wipes Pouch 120pcs,,200,150,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7537,Savlon Twinkle Baby Belt Diaper L 36pcs (7-18kg),,1100,999,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7538,Smile Baby Belt Diaper M (5's Pack),,115,94,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7539,Kinder Wet Wipes -160 pcs Jar,,240,216,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7540,Thai Pant Style Baby Diaper XXXL 4's Pack,,140,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7541,Kidstar Baby Diaper M (6-11 kg) 5's Pack,,120,102,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7542,Giggles Standard Pack 2-5 Kg Belt Style Newborn Diapers 10 Pcs,,350,308,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7543,Smile Baby Belt Diaper S (5's Pack),,115,95,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7544,Bashundhara Baby Diaper-Standard Series S 40's Pack,,760,608,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7545,Avonee Pant Style Diaper 32's Pack (XL),,890,838,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7546,Savlon Baby Wipe 120's Pack,,285,268,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7547,Thai Wet Wipes For Baby Moist Tissue-60 Jar,,120,109,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7548,Savlon Baby Wipes Nature care 160's Jar,,250,237.50,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7549,Savlon Gentle & Pure Baby Wet Wipes 240 Pcs Jar,,300,280,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7550,Savlon Twinkle Baby Pant Diaper XL 22 pcs (12-20 kg),,750,575,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7551,Savlon Baby Wipes Jar 160pcs,,230,199,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7552,Thai Pant Style Baby Diaper M (5-12 kg) 5's Pack,,140,119,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7553,Neocare Belt System Baby Diaper M 4's Pack,,124,105.40,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7554,Bashundhara Baby Diaper-Standard Series (L) 32's Pack,,760,560,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7555,Avonee Baby Wet Wipes 120pcs,,250,235,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7556,Avonee Baby Diaper New Born Belt (2-5 kg) 20pcs,,600,570,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7557,Mum Mum Baby Belt Diaper 5Pcs S (3-8Kg),,135,100,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7558,Twinkle Baby Wipes 160'S Jar Get Twinkle Soap 75gm Free,,250,227,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7559,Avonee Pant Style Diaper 5's Pack (L 9-14kg),,140,116,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7560,Smart Care Ultra Thin Baby Diaper New Born 25's Pack,,830,729,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7561,Bashundhara Baby Diaper S 5'sPack,,110,88,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7562,Kinder Wet Wipes - 120Pcs Pouch Pack (Buy 1 Get 18 Taka off),,230,207,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7563,Twinkle Baby Wipes Jar 160 pcs,,250,225,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7564,Bashundhara Baby Wipes 100's Pack,,190,125,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7565,Supermom Baby Diaper Belt M (6-11 kg) 50's Pack,,1600,1350,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7566,Avonee Pant Style Diaper 5's Pack (S 4-8kg),,140,119,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7567,Mum Mum Baby Belt Diaper 44Pcs S (3-8Kg),,1100,800,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7568,Savlon Twinkle Baby Belt Diaper Small 16 pcs (Upto 8kg),,400,325,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7569,Savlon Twinkle Baby Belt Diaper Medium 4 Pcs (6-11 kg),,120,102,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7570,Huggies Wonder pants S 86s Bubble Bed (4-8kg),,2600,2095,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7571,Neocare Belt System Baby Diaper M 30's Pack,,930,870,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7572,Kinder Wet Wipes - 120Pcs Jar,,200,180,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7573,Neocare Belt System Baby Diaper L 4's Pack,,140,123.20,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7574,Thai Pant Style Baby Diaper Large 5's Pack,,140,98,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7575,Savlon Baby Wipe 80's Pack (Soft Baby Soap 75gm Free),,230,207,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7576,Supermom Baby Diaper Belt L 40's Pack,,1350,1150,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7577,Savlon Baby Wipes 80's Pack,,230,225,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7578,Cartebaby Reusable Diaper All-In One Assorted Color,,400,384,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7579,Savlon Baby Wipes 60's Pack,,180,165,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7580,Thai Pant Style Baby Diaper Small 5's Pack,,140,94,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7581,Kidstar Baby Diaper M (6-11 kg) 60's Pack,,1400,1053,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7582,Huggies Wonder Pants Complete Comfort Bubble Bed L (9 -14 kg) 42pcs,,1825,1455,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7583,Smile Baby Pants Diaper L (5's Pack),,140,96,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7584,Supermom Baby Diaper Belt M 5's Pack,,160,136,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7585,N.C.C Zinc Oxide Paste Ointment 40% 30g,,50,45,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7586,Savlon Twinkle Baby Pant Diaper XXL 3 pcs (14-25 kg),,140,104,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7587,Bashundhara Baby Diaper-Standard Series M (4-9 kg) 5's Pack,,110,88,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7588,Savlon Twinkle Baby Belt Diaper XL 32pcs (11-25 kg),,1100,819,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7589,Bashundhara Baby Diaper-Standard Series XL (11-25 kg) 32's Pack,,760,560,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7590,Savlon Twinkle Baby Pant Diaper S (upto 8kg) 28pcs,,750,575,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7591,Supermom Baby Super Pant Diaper Medium (6-12)kg 40pcs Pack,,900,720,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7592,Thai Pant Style Baby Diaper L 34's Pack,,885,815,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7593,Smile Baby Pants Diaper L (34's Pack),,890,695,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7594,Smile Baby Pants Diaper XXL (4's Pack),,140,95,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7595,Pampers Sensitive Baby Wipes 52's pack,,600,580,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7596,Supermom Baby Wipes Canister 120's Jar,,200,170,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7597,Huggies Wonder Pants Bubble Bed Diaper M (7-12 kg) 50pcs,,1825,1440,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7598,Kidstar Baby Diaper L 56's Pack,,1400,1190,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7599,Kidstar Baby Diaper (S) 32pcs pack,,700,596,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7600,Mum Mum Baby Belt Diaper 40Pcs M (6-11Kg),,1100,800,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7601,Neocare Belt System Baby Diaper XL (11-25 kg) 50's Pack,,1950,1852,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7602,Kinder Baby Wipes Soft & Refreshing with Aloe Vera & Vitamin E – 240 Wipes,,300,290,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7603,Savlon Twinkle Baby Belt Diaper XXL 18 pcs (15-30 Kg),,750,625,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7604,Thai Pant Style Baby Diaper XL (13-18 kg) 32 Pcs,,885,765,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7605,Huggies Dry Tape Diaper NB-36 (Up To 5Kg) Bubble Bed,,1275,1030,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7606,Avonee Pant Style Diaper 24's Pack (XXL),,890,791,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7607,Baby Sebamed Diaper Rash Cream For Rashes With Panthenol 100ml,,1600,1090,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7608,Giggles Premium Jumbo Pack 4-9Kg Belt Style Midi Diapers 62Pcs,,2250,1980,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7609,Kidstar Baby Diaper XL (12-25 kg) 50's Pack,,1400,1190,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7610,Neocare Belt System Baby Diaper L 30's Pack,,1050,1000,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
7611,Huggies Wonder Pants Baby Diapers- L 64s (9-14kg) with Bubble Bed,,2660,2145,https://www.arogga.com/category/baby-mom-care/7166/baby-diapers-clothing
