Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
56,Clinex Lotion,1%,125,112.50,https://www.arogga.com/category/medicine/6323/antimicrobial
57,Furoclav 500,500mg+125mg,420,378,https://www.arogga.com/category/medicine/6323/antimicrobial
58,Azyth 500,500mg,166.50,149.85,https://www.arogga.com/category/medicine/6323/antimicrobial
59,Ketoral 200,200mg,90.60,81.54,https://www.arogga.com/category/medicine/6323/antimicrobial
60,Arlin 600,600mg,850,765,https://www.arogga.com/category/medicine/6323/antimicrobial
61,Almex,200mg/5ml,23,20.70,https://www.arogga.com/category/medicine/6323/antimicrobial
62,Ciprocin,0.30%,50,45,https://www.arogga.com/category/medicine/6323/antimicrobial
63,Itracon 200,200mg,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
64,Rozith 500,500mg,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
65,Azonox Ultra,65mg,140,126,https://www.arogga.com/category/medicine/6323/antimicrobial
66,Oral-C 250ml,200mg/100ml,130,117.63,https://www.arogga.com/category/medicine/6323/antimicrobial
67,Oracyn K 250,250mg,28,25.20,https://www.arogga.com/category/medicine/6323/antimicrobial
68,Clotrim,1%,35.11,31.60,https://www.arogga.com/category/medicine/6323/antimicrobial
69,Flugal 35ml Powder For Suspension,,78.53,70.68,https://www.arogga.com/category/medicine/6323/antimicrobial
70,Broncho-Vaxom 7 Adults,7mg,1850,1781.99,https://www.arogga.com/category/medicine/6323/antimicrobial
71,Melphin,50mg/ml,192,172.80,https://www.arogga.com/category/medicine/6323/antimicrobial
72,Albendazole-DS,400mg,40,28,https://www.arogga.com/category/medicine/6323/antimicrobial
73,Alice 12,12mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
74,Itrazen SB,65mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
75,Minocin 50,50mg,250,225,https://www.arogga.com/category/medicine/6323/antimicrobial
76,Omastin 50,50mg,80,72,https://www.arogga.com/category/medicine/6323/antimicrobial
77,Cefotil Plus 250,250mg+62.5mg,210,189,https://www.arogga.com/category/medicine/6323/antimicrobial
78,Meroclav 500,500mg+125mg,500,450,https://www.arogga.com/category/medicine/6323/antimicrobial
79,Fimoxyl 500,500mg,112.50,101.25,https://www.arogga.com/category/medicine/6323/antimicrobial
80,Xynovir,300mg,340,306,https://www.arogga.com/category/medicine/6323/antimicrobial
81,Clavusef 500,500mg+125mg,240,216,https://www.arogga.com/category/medicine/6323/antimicrobial
82,Flucloxin 500,500mg,84.56,76.10,https://www.arogga.com/category/medicine/6323/antimicrobial
83,Taf 25,25mg,1600,1440,https://www.arogga.com/category/medicine/6323/antimicrobial
84,Lebac 500,500mg,90.30,81.27,https://www.arogga.com/category/medicine/6323/antimicrobial
85,Broncho-Vaxom 3.5 Children,3.5mg,1280,1232.67,https://www.arogga.com/category/medicine/6323/antimicrobial
86,Clindax Lotion 25ml,10mg/ml,125,112.50,https://www.arogga.com/category/medicine/6323/antimicrobial
87,Tetrax 500,500mg,33.90,30.51,https://www.arogga.com/category/medicine/6323/antimicrobial
88,Levoxin 500,500mg,170,153,https://www.arogga.com/category/medicine/6323/antimicrobial
89,Ciprocin 60ml Powder For Suspension,,100.30,90.27,https://www.arogga.com/category/medicine/6323/antimicrobial
90,Neofloxin 500,500mg,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
91,Rifagut 550,550mg,500,450,https://www.arogga.com/category/medicine/6323/antimicrobial
92,Rofuclav 500,500mg+125mg,595,535.50,https://www.arogga.com/category/medicine/6323/antimicrobial
93,Fimoxyclav 625,500mg+125mg,192.60,173.34,https://www.arogga.com/category/medicine/6323/antimicrobial
94,Virux 400,400mg,221.40,199.26,https://www.arogga.com/category/medicine/6323/antimicrobial
95,Zithrin 500,500mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
96,Cotrim DS,800mg+160mg,26.60,23.94,https://www.arogga.com/category/medicine/6323/antimicrobial
97,Alice 6,6mg,100,90,https://www.arogga.com/category/medicine/6323/antimicrobial
98,Doxin 50,50mg,14.50,13.05,https://www.arogga.com/category/medicine/6323/antimicrobial
99,Clindacin 300,300mg,180,162,https://www.arogga.com/category/medicine/6323/antimicrobial
100,Phylopen DS 500,500mg,84,75.60,https://www.arogga.com/category/medicine/6323/antimicrobial
101,Penvik FORTE,250mg/5ml,84.43,75.99,https://www.arogga.com/category/medicine/6323/antimicrobial
102,Ketocon Cream,20mg/gm,50,45,https://www.arogga.com/category/medicine/6323/antimicrobial
103,Omastin 150,150mg,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
104,Fluclox,125mg/5ml,95,85.50,https://www.arogga.com/category/medicine/6323/antimicrobial
105,Adora 500,500mg,72,64.80,https://www.arogga.com/category/medicine/6323/antimicrobial
106,Cefaclav 250,250mg+62.5mg,245,220.50,https://www.arogga.com/category/medicine/6323/antimicrobial
107,Estazol,400mg,4,3.60,https://www.arogga.com/category/medicine/6323/antimicrobial
108,Phacovit,0.2%+0.05%,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
109,Moxibac,0.50%,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
110,Lole-SM Antifungal Lotion 30ml,,1150,1128,https://www.arogga.com/category/medicine/6323/antimicrobial
111,Odessy Shampoo 60ml,2%,175,165,https://www.arogga.com/category/medicine/6323/antimicrobial
112,Cefotil 500,500mg,271.74,239.16,https://www.arogga.com/category/medicine/6323/antimicrobial
113,Doxy A,100mg,22,19.80,https://www.arogga.com/category/medicine/6323/antimicrobial
114,Entavir 0.5,0.5mg,630,567,https://www.arogga.com/category/medicine/6323/antimicrobial
115,Reumaflex,200mg,100,90.40,https://www.arogga.com/category/medicine/6323/antimicrobial
116,Furotil 500,500mg,270,243,https://www.arogga.com/category/medicine/6323/antimicrobial
117,KetoDruff Sachet Shampoo 5ml,2%,12,10.80,https://www.arogga.com/category/medicine/6323/antimicrobial
118,Acos,500mg,165.51,148.96,https://www.arogga.com/category/medicine/6323/antimicrobial
119,Azimex 500,500mg,175.55,158,https://www.arogga.com/category/medicine/6323/antimicrobial
120,KetoDruff 2%,2%,230,207,https://www.arogga.com/category/medicine/6323/antimicrobial
121,Tyclav 625,625mg,192,172.80,https://www.arogga.com/category/medicine/6323/antimicrobial
122,Sertacon,2gm/100gm,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
123,Teviral 0.5,0.5mg,500,450,https://www.arogga.com/category/medicine/6323/antimicrobial
124,Azonox 100,100mg,90.60,81.54,https://www.arogga.com/category/medicine/6323/antimicrobial
125,Virux 200,200mg,141,126.90,https://www.arogga.com/category/medicine/6323/antimicrobial
126,Azithromycin 500,500mg,180,132,https://www.arogga.com/category/medicine/6323/antimicrobial
127,Candinil 150,150mg,132,118.80,https://www.arogga.com/category/medicine/6323/antimicrobial
128,Arlin 400,400mg,600,540,https://www.arogga.com/category/medicine/6323/antimicrobial
129,Caviral,0.5mg,480,432,https://www.arogga.com/category/medicine/6323/antimicrobial
130,VIR 0.5,0.5mg,400,360,https://www.arogga.com/category/medicine/6323/antimicrobial
131,Denvar 400,400mg,360,324,https://www.arogga.com/category/medicine/6323/antimicrobial
132,Trevox 500,500mg,170,153,https://www.arogga.com/category/medicine/6323/antimicrobial
133,Itracare SB,65mg,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
134,Iventi 400,400mg,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
135,Cef-3 21ml,25mg/ml,100.30,90.27,https://www.arogga.com/category/medicine/6323/antimicrobial
136,Cef-3 75ml,100mg/5ml,260,234,https://www.arogga.com/category/medicine/6323/antimicrobial
137,Uro-Vaxom 6,6mg,850,800.96,https://www.arogga.com/category/medicine/6323/antimicrobial
138,Furoclav 250,250mg+62.5mg,245,220.50,https://www.arogga.com/category/medicine/6323/antimicrobial
139,Clindacin 150,150mg,90,81,https://www.arogga.com/category/medicine/6323/antimicrobial
140,Evo 500,500mg,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
141,Dermasim Cream,1%,40,36,https://www.arogga.com/category/medicine/6323/antimicrobial
142,Flucloxin,125mg/5ml,65,58.50,https://www.arogga.com/category/medicine/6323/antimicrobial
143,Alenvir,25mg,900,810,https://www.arogga.com/category/medicine/6323/antimicrobial
144,Itrader 100,100mg,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
145,Furocef 500,500mg,270.96,243.86,https://www.arogga.com/category/medicine/6323/antimicrobial
146,Doxacil 100,100mg,25,22.50,https://www.arogga.com/category/medicine/6323/antimicrobial
147,Mantadin 100,100mg,140,126,https://www.arogga.com/category/medicine/6323/antimicrobial
148,Loracef 15ml Drop,125mg/1.25ml,135,121.50,https://www.arogga.com/category/medicine/6323/antimicrobial
149,Orcef 400,400mg,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
150,Flubex 500,500mg,63,56.70,https://www.arogga.com/category/medicine/6323/antimicrobial
151,Flustar 500,500mg,40,36,https://www.arogga.com/category/medicine/6323/antimicrobial
152,Zimax 30ml,200mg/5ml,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
153,Minocin 100,100mg,450,405,https://www.arogga.com/category/medicine/6323/antimicrobial
154,Furotil Plus 500,500mg+125mg,360,324,https://www.arogga.com/category/medicine/6323/antimicrobial
155,Moxaclav,125mg+31.25mg/5ml,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
156,Novirax,5%,40.15,36.14,https://www.arogga.com/category/medicine/6323/antimicrobial
157,Itrader SB 65,65mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
158,Fluconazole 150,150mg,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
159,Floxalone,0.50%,110,99,https://www.arogga.com/category/medicine/6323/antimicrobial
160,Turboclav 500,500mg+125mg,240,216,https://www.arogga.com/category/medicine/6323/antimicrobial
161,Flux 500,500mg,46,41.40,https://www.arogga.com/category/medicine/6323/antimicrobial
162,Fuclav 500,500mg+125mg,399,359.10,https://www.arogga.com/category/medicine/6323/antimicrobial
163,Virux,200mg/5ml,125.85,113.27,https://www.arogga.com/category/medicine/6323/antimicrobial
164,Virux Cream,5%,70,63,https://www.arogga.com/category/medicine/6323/antimicrobial
165,Clavusef 250,250mg+62.5mg,140,126,https://www.arogga.com/category/medicine/6323/antimicrobial
166,Rimstar 4-FDC,,170,153,https://www.arogga.com/category/medicine/6323/antimicrobial
167,Emixef 400,400mg,700,630,https://www.arogga.com/category/medicine/6323/antimicrobial
168,NuvaCare,14.5%+12.6%+1%,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
169,Fluclox 250,250mg,80,72,https://www.arogga.com/category/medicine/6323/antimicrobial
170,Sporagin 100,100mg,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
171,Cloram Drop,0.50%,34.38,30.94,https://www.arogga.com/category/medicine/6323/antimicrobial
172,Orcef 200,200mg,280,252,https://www.arogga.com/category/medicine/6323/antimicrobial
173,Tycil 500,500mg,75,67.50,https://www.arogga.com/category/medicine/6323/antimicrobial
174,Augment 625,500mg+125mg,192,172.80,https://www.arogga.com/category/medicine/6323/antimicrobial
175,Hexiscrub 250ml,,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
176,Flucostan 50,50mg,20,18,https://www.arogga.com/category/medicine/6323/antimicrobial
177,Sertacon VS,300mg,750,675,https://www.arogga.com/category/medicine/6323/antimicrobial
178,Itrakill SB,65mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
179,Cefotil Plus PFS,125mg+31.25mg/5ml,285,256.50,https://www.arogga.com/category/medicine/6323/antimicrobial
180,Lebac,125mg/5ml,95,85.50,https://www.arogga.com/category/medicine/6323/antimicrobial
181,Denvar 200,200mg,240,216,https://www.arogga.com/category/medicine/6323/antimicrobial
182,Optimox 400,400mg,350,315,https://www.arogga.com/category/medicine/6323/antimicrobial
183,Sulderm Cream 15gm,1%,170,153,https://www.arogga.com/category/medicine/6323/antimicrobial
184,Ciprocin 250,250mg,85.60,77.04,https://www.arogga.com/category/medicine/6323/antimicrobial
185,Itrostred-TF Cream,15gm,180,159.98,https://www.arogga.com/category/medicine/6323/antimicrobial
186,Moxquin 400,400mg,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
187,Farlan 150,150mg,120,108,https://www.arogga.com/category/medicine/6323/antimicrobial
188,Alphin DS,400mg,5,4.50,https://www.arogga.com/category/medicine/6323/antimicrobial
189,Cef-3 30ml,100mg/5ml,145,130.50,https://www.arogga.com/category/medicine/6323/antimicrobial
190,Etrax,40mg/5ml,24,21.60,https://www.arogga.com/category/medicine/6323/antimicrobial
191,Neopem 200,200mg,380,342,https://www.arogga.com/category/medicine/6323/antimicrobial
192,Zimax 15ml,200mg/5ml,95,85.50,https://www.arogga.com/category/medicine/6323/antimicrobial
193,Floromox,0.50%,130,117,https://www.arogga.com/category/medicine/6323/antimicrobial
194,Oracyn K 500,500mg,55,49.50,https://www.arogga.com/category/medicine/6323/antimicrobial
195,Moxaclav 1gm,875mg+125mg,270,243,https://www.arogga.com/category/medicine/6323/antimicrobial
196,Tridosil 500,500mg,105,94.50,https://www.arogga.com/category/medicine/6323/antimicrobial
197,Zalain Cream,20gm,,899,https://www.arogga.com/category/medicine/6323/antimicrobial
198,Candinil 200,200mg,100,90,https://www.arogga.com/category/medicine/6323/antimicrobial
199,Tecavir 0.5,0.5mg,400,360,https://www.arogga.com/category/medicine/6323/antimicrobial
200,Etrax,40mg,10,9,https://www.arogga.com/category/medicine/6323/antimicrobial
201,Oflacin 200,200mg,120.50,108.45,https://www.arogga.com/category/medicine/6323/antimicrobial
202,Cerox CV 500,500mg+125mg,420,378,https://www.arogga.com/category/medicine/6323/antimicrobial
203,Moxaclav 375,250mg+125mg,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
204,Axim CV 500,500mg+125mg,455,409.50,https://www.arogga.com/category/medicine/6323/antimicrobial
205,Meroclav 250,250mg+125mg,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
206,FourDerm Cream 20gm,20gm,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
207,Azin 500,500mg,330,297,https://www.arogga.com/category/medicine/6323/antimicrobial
208,Kefuclav 500,500mg+125mg,420,378,https://www.arogga.com/category/medicine/6323/antimicrobial
209,Moxquin,0.50%,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
210,Moxacil 100ml,125mg/5ml,70,63,https://www.arogga.com/category/medicine/6323/antimicrobial
211,Rifagut 200,200mg,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
212,Kilbac 500,500mg,315,283.50,https://www.arogga.com/category/medicine/6323/antimicrobial
213,Clovgard Antiseptic Mouthwash 200ml,,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
214,Utifos 3,3mg,350,315,https://www.arogga.com/category/medicine/6323/antimicrobial
215,Romycin 500,500mg,400,360,https://www.arogga.com/category/medicine/6323/antimicrobial
216,Dekalin VT,10mg,210,189,https://www.arogga.com/category/medicine/6323/antimicrobial
217,Ertivix 0.5,0.5mg,480,432,https://www.arogga.com/category/medicine/6323/antimicrobial
218,Clavurox 500,500mg+125mg,420,378,https://www.arogga.com/category/medicine/6323/antimicrobial
219,Furotil Plus 250,250mg+62.5mg,840,756,https://www.arogga.com/category/medicine/6323/antimicrobial
220,Vironex 0.5,0.5mg,1440,1296,https://www.arogga.com/category/medicine/6323/antimicrobial
221,AZ-500,500mg,165,148.50,https://www.arogga.com/category/medicine/6323/antimicrobial
222,Famiclav 500,500mg+125mg,420,378,https://www.arogga.com/category/medicine/6323/antimicrobial
223,Azaltic 500,500mg,105,94.50,https://www.arogga.com/category/medicine/6323/antimicrobial
224,SQ-Mycetin,0.50%,34.50,31.05,https://www.arogga.com/category/medicine/6323/antimicrobial
225,Benzapen 12 Lac,12LacUnit,30,27,https://www.arogga.com/category/medicine/6323/antimicrobial
226,Ismigen 7,7mg,500,450,https://www.arogga.com/category/medicine/6323/antimicrobial
227,Clarizol 10gm,1%,35.11,31.60,https://www.arogga.com/category/medicine/6323/antimicrobial
228,Ororinse,0.2%,60,54,https://www.arogga.com/category/medicine/6323/antimicrobial
229,Ben A,400mg,50,45,https://www.arogga.com/category/medicine/6323/antimicrobial
230,Amoxycillin 500,500mg,53,50.26,https://www.arogga.com/category/medicine/6323/antimicrobial
231,Zimax 50ml,200mg/5ml,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
232,Azonox 200,200mg,280,252,https://www.arogga.com/category/medicine/6323/antimicrobial
233,Phylopen,125mg/5ml,80,72,https://www.arogga.com/category/medicine/6323/antimicrobial
234,Barcavir 1,1mg,900,810,https://www.arogga.com/category/medicine/6323/antimicrobial
235,Rofuclav 250,250mg+62.5mg,385,346.50,https://www.arogga.com/category/medicine/6323/antimicrobial
236,Oracyn K,125mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6323/antimicrobial
237,Candinil 50,50mg,48,43.20,https://www.arogga.com/category/medicine/6323/antimicrobial
238,Mycofast,2%,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
239,Nocandia 100,100mg,170,153,https://www.arogga.com/category/medicine/6323/antimicrobial
240,Vitafol,0.2%+0.05%,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
241,Moxilocin,0.50%,140,126,https://www.arogga.com/category/medicine/6323/antimicrobial
242,Levox 500,500mg,160,144,https://www.arogga.com/category/medicine/6323/antimicrobial
243,Clarizol,1%,80,72,https://www.arogga.com/category/medicine/6323/antimicrobial
244,Sulderm Cream 30gm,1%,300,270,https://www.arogga.com/category/medicine/6323/antimicrobial
245,Sofra-Tulle,1%,40,35,https://www.arogga.com/category/medicine/6323/antimicrobial
246,Revira 500,500mg,402.70,362.43,https://www.arogga.com/category/medicine/6323/antimicrobial
247,Fluclox DS,250mg/5ml,135,121.50,https://www.arogga.com/category/medicine/6323/antimicrobial
248,Flazol Antifungal Medicated Soap 75gm,,250,222.20,https://www.arogga.com/category/medicine/6323/antimicrobial
249,Kacin 100,100mg/2ml,20,18,https://www.arogga.com/category/medicine/6323/antimicrobial
250,Fluconazole 50,50mg,80,50,https://www.arogga.com/category/medicine/6323/antimicrobial
251,Moxibac 400,400mg,700,630,https://www.arogga.com/category/medicine/6323/antimicrobial
252,Sintel 400,400mg,10,9,https://www.arogga.com/category/medicine/6323/antimicrobial
253,A-Phenicol Drop,0.50%,34.50,31.05,https://www.arogga.com/category/medicine/6323/antimicrobial
254,Omastin,50mg/5ml,78,70.20,https://www.arogga.com/category/medicine/6323/antimicrobial
255,Rofixim 400,400mg,360,324,https://www.arogga.com/category/medicine/6323/antimicrobial
256,Itracare 100 SB,100mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
257,Cef-3 Forte 50ml,200mg/5ml,350,315,https://www.arogga.com/category/medicine/6323/antimicrobial
258,Demoxiclave 625,500mg+125mg,224,201.60,https://www.arogga.com/category/medicine/6323/antimicrobial
259,Nystat,5LacUnit,62.70,56.43,https://www.arogga.com/category/medicine/6323/antimicrobial
260,Rimactazid 300,150mg+300mg,84,75.60,https://www.arogga.com/category/medicine/6323/antimicrobial
261,T Cef,100mg/5ml,220,198,https://www.arogga.com/category/medicine/6323/antimicrobial
262,Emixef 200,200mg,245,220.50,https://www.arogga.com/category/medicine/6323/antimicrobial
263,Climycin,300mg,180,162,https://www.arogga.com/category/medicine/6323/antimicrobial
264,Itrazen 100,100mg,102,91.80,https://www.arogga.com/category/medicine/6323/antimicrobial
265,Moxacil Pediatric Drops,125mg/1.25ml,35,31.50,https://www.arogga.com/category/medicine/6323/antimicrobial
266,Fosfomax,3mg,350,315,https://www.arogga.com/category/medicine/6323/antimicrobial
267,Famiclav 250,250mg+62.5mg,245,220.50,https://www.arogga.com/category/medicine/6323/antimicrobial
268,Supraphen,0.50%,34.50,31.05,https://www.arogga.com/category/medicine/6323/antimicrobial
269,Hexitane,1%,108,97.20,https://www.arogga.com/category/medicine/6323/antimicrobial
270,Ceftron 2gm IV,2gm/vial,400,360,https://www.arogga.com/category/medicine/6323/antimicrobial
271,Opsophenicol,0.50%,34.50,31.05,https://www.arogga.com/category/medicine/6323/antimicrobial
272,Rifaxin 550,550mg,360,324,https://www.arogga.com/category/medicine/6323/antimicrobial
273,Vanprox,20mg/ml,60.22,54.20,https://www.arogga.com/category/medicine/6323/antimicrobial
274,Fungin,1%,35,31.50,https://www.arogga.com/category/medicine/6323/antimicrobial
275,Libafine-LC Cream 20gm,,250,225,https://www.arogga.com/category/medicine/6323/antimicrobial
276,Lucan R 50,50mg,80.30,72.27,https://www.arogga.com/category/medicine/6323/antimicrobial
277,Azo 500,500mg,180,162,https://www.arogga.com/category/medicine/6323/antimicrobial
278,Ibida 550,550mg,500,450,https://www.arogga.com/category/medicine/6323/antimicrobial
279,Rifamax 550,550mg,450,405,https://www.arogga.com/category/medicine/6323/antimicrobial
280,Cotrim 60ml Suspension,,21.64,19.48,https://www.arogga.com/category/medicine/6323/antimicrobial
281,Zalain Vaginal Suppository,300mg,1150,1092,https://www.arogga.com/category/medicine/6323/antimicrobial
282,Moxin,500mg/vial,55,49.50,https://www.arogga.com/category/medicine/6323/antimicrobial
283,Avloclav 625,500mg+125mg,210,189,https://www.arogga.com/category/medicine/6323/antimicrobial
284,Relitch,,30.10,27.09,https://www.arogga.com/category/medicine/6323/antimicrobial
285,Cefotil 250,250mg,251.70,226.53,https://www.arogga.com/category/medicine/6323/antimicrobial
286,Lucan R 150,150mg,132.48,119.23,https://www.arogga.com/category/medicine/6323/antimicrobial
287,Valovir 1gm,1gm,150,135,https://www.arogga.com/category/medicine/6323/antimicrobial
288,Levoxin 250,250mg,100,90,https://www.arogga.com/category/medicine/6323/antimicrobial
289,Duo-5,200mg+125mg,200,180,https://www.arogga.com/category/medicine/6323/antimicrobial
290,Binoclar 500,500mg,469,445.55,https://www.arogga.com/category/medicine/6323/antimicrobial
291,Ketocon,200mg,90,81,https://www.arogga.com/category/medicine/6323/antimicrobial
292,Axim CV 250,250mg+62.5mg,245,220.50,https://www.arogga.com/category/medicine/6323/antimicrobial
293,Hepaximin 550,550mg,550,495,https://www.arogga.com/category/medicine/6323/antimicrobial
294,Furocef 250,250mg,200.72,180.65,https://www.arogga.com/category/medicine/6323/antimicrobial
295,Omastin 200,200mg,250,225,https://www.arogga.com/category/medicine/6323/antimicrobial
296,Levoflox 500,500mg,150.50,135.45,https://www.arogga.com/category/medicine/6323/antimicrobial
297,Fimoxyl,125mg/5ml,70,63,https://www.arogga.com/category/medicine/6323/antimicrobial
298,Zithrox 500,500mg,240,216,https://www.arogga.com/category/medicine/6323/antimicrobial
